location,total_sqft,bath,balcony,price,bhk
Kundalahalli,1500.0,3.0,2.0,50.0,3.0
Electronic City Phase II,1125.0,2.0,1.0,32.63,2.0
Chikka Banaswadi,1555.0,3.0,3.0,73.0,3.0
Amruthahalli,1025.0,2.0,1.0,42.0,2.0
Hennur Road,1482.0,2.0,1.0,83.73,3.0
Banagirinagar,1630.0,2.0,2.0,130.0,3.0
Arekere,900.0,2.0,1.0,44.5,2.0
Yelahanka,1355.0,2.0,3.0,75.0,3.0
Akshaya Nagar,1200.0,2.0,2.0,45.0,2.0
Suraksha Nagar,1563.0,3.0,2.0,63.0,3.0
6th block Koramangala,3000.0,3.0,2.0,400.0,3.0
5th Phase JP Nagar,812.0,2.0,1.0,42.0,2.0
Basaveshwara Nagar,1200.0,2.0,1.0,70.0,2.0
Yelahanka,3175.0,4.0,1.0,156.0,4.0
Marathahalli,1360.0,2.0,1.0,101.0,2.0
Hegde Nagar,1835.0,3.0,3.0,88.0,3.0
Rachenahalli,1756.0,3.0,2.0,110.0,3.0
8th Phase JP Nagar,1296.0,2.0,2.0,51.83,3.0
Haralur Road,1300.0,2.0,1.0,75.0,2.0
Anandapura,1141.0,2.0,1.0,50.0,2.0
Poorna Pragna Layout,1270.0,2.0,2.0,50.79,3.0
Electronic City,1210.0,2.0,1.0,55.0,2.0
Hormavu,1310.0,2.0,2.0,67.0,2.0
Magadi Road,1187.0,2.0,0.0,55.195,3.0
Gubbalala,1745.0,3.0,2.0,140.0,3.0
Raja Rajeshwari Nagar,1050.0,2.0,2.0,37.0,2.0
Banashankari,2400.0,4.0,3.0,500.0,4.0
Electronic City Phase II,1140.0,2.0,1.0,34.0,2.0
Varthur,1210.0,2.0,2.0,54.0,2.0
Kasavanhalli,2035.0,3.0,2.0,142.0,3.0
Sarjapur,633.0,1.0,1.0,17.09,1.0
Amruthahalli,485.0,1.0,1.0,19.5,1.0
Varthur,1112.0,2.0,2.0,40.0,2.0
Ullal Uppanagar,1200.0,2.0,0.0,82.0,2.0
Sarjapur  Road,2275.0,4.0,2.0,187.0,3.0
Doddanakundi Industrial Area 2,1419.0,3.0,2.0,85.0,3.0
Sri Sai Layout,1195.0,2.0,0.0,42.4,2.0
Versova Layout,2020.0,3.0,3.0,270.0,3.0
Kundalahalli,1047.0,2.0,2.0,91.0,2.0
Malleshpalya,1200.0,3.0,2.0,149.0,3.0
Bannerghatta Road,905.0,2.0,1.0,58.0,2.0
JP Nagar,1500.0,2.0,1.0,108.0,3.0
Chikkajala,850.0,1.0,0.0,50.0,1.0
Bommasandra Industrial Area,1125.0,2.0,1.0,32.49,2.0
Tindlu,1165.0,2.0,2.0,59.8,2.0
Maruthi Sevanagar,933.0,2.0,0.0,55.0,2.0
Hennur Road,1305.0,2.0,1.0,77.0,3.0
Billekahalli,1125.0,2.0,1.0,65.0,2.0
BSM Extension,865.0,2.0,2.0,33.0,2.0
Jigani,1245.0,3.0,3.0,66.0,3.0
Udayagiri,1145.0,2.0,2.0,60.0,3.0
AECS Layout,2000.0,3.0,1.0,90.0,3.0
Hosa Road,625.0,1.0,1.0,43.68,1.0
Kundalahalli,1724.0,3.0,2.0,128.0,3.0
Madiwala,400.0,1.0,1.0,75.0,1.0
Sarjapur  Road,1270.0,2.0,1.0,54.0,3.0
Madiwala,1250.0,3.0,2.0,39.5,3.0
Jakkur,1485.0,3.0,2.0,72.0,3.0
Shankarapuram,823.0,2.0,1.0,80.0,2.0
7th Phase JP Nagar,990.0,2.0,2.0,50.0,2.0
TC Palaya,1200.0,2.0,0.0,66.0,3.0
Kothanur,1185.0,2.0,2.0,59.0,2.0
Kadubeesanahalli,1140.0,2.0,1.0,78.0,2.0
Yelahanka,1756.0,3.0,2.0,125.0,3.0
Kumaraswami Layout,2600.0,4.0,2.0,300.0,4.0
Chandapura,520.0,1.0,1.0,14.04,1.0
Doddakannelli,1025.0,2.0,1.0,48.0,2.0
Whitefield,1216.0,2.0,1.0,72.0,2.0
Sarjapur  Road,1026.0,2.0,2.0,60.8,2.0
Sarjapur  Road,3335.0,4.0,3.0,300.0,4.0
Kodichikkanahalli,2700.0,4.0,2.0,125.0,5.0
Begur,1411.0,2.0,2.0,60.0,3.0
Kanakpura Road,1320.0,2.0,1.0,39.6,3.0
Bannerghatta,1320.0,2.0,0.0,50.0,2.0
Kalena Agrahara,1804.0,3.0,2.0,155.0,3.0
HSR Layout,1140.0,2.0,2.0,46.0,2.0
Hebbal,2375.0,4.0,2.0,189.0,4.0
Chamundi Nagar,1750.0,3.0,2.0,120.0,3.0
TC Palaya,1152.0,2.0,2.0,55.0,2.0
Thanisandra,965.0,2.0,1.0,54.0,2.0
Lingadheeranahalli,1684.0,3.0,1.0,120.0,3.0
Hennur Road,1672.0,3.0,2.0,86.0,3.0
Panathur,1075.0,2.0,2.0,60.0,2.0
HOSUR MAIN ROAD,1464.0,3.0,2.0,56.0,3.0
Hebbal,1420.0,2.0,1.0,99.26,2.0
Nagashetty Halli,750.0,2.0,0.0,40.0,2.0
Yeshwanthpur,1169.0,2.0,2.0,64.08,2.0
Devanahalli,1290.0,2.0,1.0,62.0,3.0
Kengeri,1160.0,2.0,2.0,40.6,2.0
Shampura,2800.0,5.0,3.0,95.0,7.0
Mysore Road,1500.0,3.0,2.0,70.0,3.0
Domlur,1850.0,3.0,1.0,180.0,3.0
Venkatapura,1300.0,3.0,2.0,46.0,3.0
Electronic City Phase II,1310.0,2.0,1.0,37.84,3.0
RMV,2750.0,5.0,2.0,550.0,3.0
Bhoopsandra,2150.0,3.0,0.0,170.0,3.0
Kanakpura Road,1300.0,2.0,3.0,69.0,3.0
Kadugodi,1875.0,2.0,1.0,110.0,3.0
Hulimavu,1260.0,2.0,1.0,82.0,3.0
Kengeri,2500.0,4.0,3.0,100.0,5.0
Begur Road,1241.0,2.0,1.0,64.0,2.0
Sarjapur  Road,1025.0,2.0,2.0,45.5,2.0
Postal Colony,1500.0,1.0,0.0,218.0,2.0
Electronic City,1070.0,2.0,1.0,60.0,2.0
Begur,815.0,2.0,1.0,40.0,2.0
Kanakpura Road,2000.0,3.0,3.0,105.0,3.0
Malleshwaram,1400.0,2.0,1.0,190.0,2.0
Sarjapur  Road,1216.0,2.0,2.0,70.0,2.0
pavitra paradise,2200.0,2.0,1.0,190.0,3.0
Hegde Nagar,3500.0,5.0,2.0,450.0,4.0
Vidyaranyapura,3150.0,7.0,3.0,375.0,7.0
Kanakpura Road,1200.0,2.0,0.0,62.0,2.0
Marathahalli,1026.0,2.0,1.0,50.18,2.0
Hulimavu,450.0,1.0,1.0,20.0,1.0
KR Puram,1205.0,2.0,1.0,45.79,2.0
Jakkur Plantation,1368.0,2.0,3.0,87.0,2.0
Anekal,420.0,1.0,1.0,12.5,1.0
Doddakallasandra,1270.0,2.0,2.0,42.0,2.0
Anekal,614.0,1.0,1.0,28.0,2.0
Margondanahalli,1050.0,2.0,0.0,58.0,2.0
Yelahanka,1408.0,2.0,2.0,58.0,2.0
Subramanyapura,1223.0,2.0,2.0,42.81,3.0
Reliaable Tranquil Layout,1507.0,3.0,1.0,80.0,3.0
kadubisnahalli,1160.0,2.0,2.0,57.0,2.0
Kithaganur,1200.0,3.0,1.0,70.0,3.0
Poorna Pragna Layout,960.0,2.0,3.0,50.0,2.0
NGR Layout,1021.0,2.0,2.0,46.0,2.0
Hegde Nagar,2162.03,4.0,2.0,129.0,3.0
Channasandra,1065.0,2.0,1.0,36.0,2.0
Attibele,400.0,1.0,1.0,10.25,1.0
Bannerghatta Road,1465.0,2.0,1.0,75.0,3.0
Kanakpura Road,900.0,2.0,1.0,41.0,2.0
Marathahalli,1800.0,3.0,2.0,95.0,3.0
Amblipura,1175.0,2.0,2.0,83.0,2.0
Sanjay nagar,1050.0,2.0,0.0,59.0,2.0
Electronic City Phase II,1400.0,2.0,2.0,40.43,3.0
Indira Nagar,1650.0,3.0,1.0,150.0,3.0
KR Puram,1827.0,3.0,2.0,97.0,3.0
Mysore Road,883.0,2.0,1.0,37.0,2.0
Kengeri,550.0,1.0,1.0,16.75,1.0
Electronic City,1400.0,2.0,1.0,40.44,3.0
Kanakapura,1290.0,2.0,3.0,38.69,3.0
Raja Rajeshwari Nagar,1021.0,3.0,2.0,59.0,3.0
Whitefield,1158.0,2.0,1.0,55.0,2.0
Nagarbhavi,1400.0,2.0,2.0,135.0,3.0
Doddaballapur,2400.0,3.0,0.0,200.0,4.0
Munnekollal,1200.0,2.0,1.0,57.9,3.0
JP Nagar,1520.0,3.0,2.0,125.0,3.0
Thanisandra,777.0,1.0,0.0,38.46,1.0
EPIP Zone,2710.0,3.0,2.0,177.0,3.0
Kenchenahalli,1150.0,2.0,2.0,57.0,2.0
Yelahanka,1101.0,2.0,2.0,37.0,2.0
Mahalakshmi Layout,1200.0,2.0,3.0,110.0,3.0
Hebbal,1252.0,2.0,1.0,92.0,2.0
Marathahalli,1650.0,3.0,2.0,85.0,3.0
Marathahalli,1270.0,2.0,2.0,80.0,2.0
Tumkur Road,992.0,2.0,1.0,70.0,2.0
BEML Layout,2000.0,3.0,2.0,85.0,3.0
Geddalahalli,893.0,2.0,2.0,34.5,2.0
Bisuvanahalli,1075.0,2.0,1.0,41.49,3.0
Kumaraswami Layout,3200.0,7.0,0.0,150.0,7.0
Electronic City,1190.0,2.0,1.0,42.0,2.0
Ashwathnagar,800.0,2.0,0.0,60.0,3.0
Sarjapur  Road,1814.0,3.0,3.0,63.0,3.0
Rahmath Nagar,1400.0,3.0,2.0,98.0,3.0
Murugeshpalya,1344.0,2.0,0.0,56.0,3.0
Kanakpura Road,1843.0,3.0,2.0,95.0,3.0
Chikkadunnasandra,1138.0,2.0,1.0,32.0,2.0
Nagappa Reddy Layout,1495.0,2.0,2.0,70.0,3.0
Whitefield,1396.0,3.0,1.0,74.0,3.0
Garudachar Palya,1610.0,2.0,3.0,119.0,3.0
Tindlu,1050.0,2.0,2.0,55.0,2.0
Kumbena Agrahara,1410.0,2.0,2.0,43.71,3.0
Ramamurthy Nagar,1050.0,2.0,2.0,37.8,2.0
Kumaraswami Layout,1310.0,2.0,1.0,85.0,3.0
Yelahanka,1104.0,2.0,2.0,58.0,2.0
Hennur Road,1165.0,2.0,1.0,67.0,2.0
Kudlu,1027.0,2.0,2.0,44.0,2.0
Hormavu,1310.0,2.0,3.0,60.0,2.0
Chikkanahalli,1052.0,2.0,2.0,52.0,2.0
Singasandra,1464.0,3.0,2.0,56.0,3.0
1st Block Koramangala,1000.0,2.0,2.0,45.0,2.0
Jayanagar,2240.0,3.0,2.0,300.0,3.0
Electronic City,1150.0,2.0,1.0,38.08,2.0
Thanisandra,2019.0,3.0,1.0,70.67,3.0
Varthur,986.0,2.0,1.0,31.0,2.0
Banashankari Stage III,1350.0,1.0,1.0,145.0,1.0
Gollarapalya Hosahalli,1318.0,3.0,2.0,56.0,3.0
Yelahanka,1325.0,2.0,2.0,58.0,3.0
Kereguddadahalli,800.0,2.0,1.0,33.0,2.0
Canara Bank Colony,1300.0,3.0,2.0,42.25,3.0
Dodda Banaswadi,1300.0,2.0,2.0,60.0,3.0
Jalahalli East,1010.0,2.0,1.0,52.0,2.0
Banashankari,1260.0,2.0,3.0,75.0,2.0
Ulsoor,2500.0,4.0,0.0,170.0,4.0
Halanayakanahalli,1520.0,3.0,1.0,165.0,3.0
Bellandur,1665.0,3.0,0.0,85.0,3.0
Subramanyapura,1800.0,3.0,0.0,80.0,3.0
Harlur,1197.0,2.0,1.0,75.0,2.0
Manayata Tech Park,1050.0,2.0,2.0,45.0,2.0
Thanisandra,1241.0,2.0,1.0,68.0,3.0
Maithri Layout,1567.0,2.0,3.0,62.0,3.0
Kasavanhalli,1747.0,3.0,1.0,110.0,3.0
Ramagondanahalli,1475.0,2.0,2.0,55.0,3.0
Hennur Road,980.0,2.0,1.0,51.0,2.0
Dasanapura,966.0,2.0,1.0,58.0,2.0
Ferrar Nagar,2360.0,3.0,2.0,185.0,4.0
Sarjapur  Road,1112.0,2.0,1.0,62.0,2.0
Electronic City,550.0,1.0,1.0,16.0,2.0
Surabhi Layout,1760.0,3.0,3.0,90.0,3.0
Hennur,1830.0,2.0,3.0,113.0,3.0
Yelahanka,1175.0,2.0,1.0,67.77,2.0
Whitefield,1175.0,2.0,1.0,41.0,2.0
Horamavu Banaswadi,1025.0,2.0,2.0,45.0,2.0
Hennur Road,1232.0,2.0,1.0,80.0,2.0
5th Phase JP Nagar,1010.0,2.0,2.0,57.0,2.0
Sarjapur  Road,1273.0,2.0,2.0,60.0,2.0
Battarahalli,1590.0,2.0,2.0,102.0,2.0
Air View Colony,1100.0,2.0,1.0,58.5,2.0
Electronic City Phase II,1252.0,2.0,1.0,65.0,3.0
1st Phase JP Nagar,2615.0,5.0,3.0,222.0,4.0
Yelahanka,1322.0,2.0,1.0,77.9,2.0
7th Phase JP Nagar,1000.0,1.0,1.0,60.0,1.0
Harlur,1755.0,3.0,2.0,117.0,3.0
Electronic City Phase II,1135.0,2.0,2.0,46.0,2.0
Nagavarapalya,1260.0,2.0,2.0,85.5,2.0
Hoodi,3250.0,5.0,2.0,395.0,5.0
Ambedkar Nagar,3500.0,4.0,2.0,550.0,4.0
Kanakpura Road,1100.0,2.0,1.0,53.0,3.0
Electronic City Phase II,1305.0,3.0,1.0,65.0,3.0
Ayappa Nagar,1236.0,2.0,1.0,50.0,2.0
Uttarahalli,1125.0,1.0,2.0,45.0,2.0
KR Puram,1075.0,2.0,2.0,32.25,2.0
BEML Layout,2000.0,3.0,2.0,85.0,3.0
Thanisandra,2999.97,6.0,0.0,110.0,6.0
Kadugodi,1150.0,2.0,2.0,42.0,2.0
Hennur Road,1085.0,2.0,1.0,43.4,2.0
Hebbal Kempapura,1785.0,3.0,0.0,165.0,3.0
Malleshwaram,2475.0,4.0,3.0,300.0,3.0
Kadugondanahalli,800.0,1.0,0.0,45.0,2.0
Kumaraswami Layout,2450.0,3.0,2.0,110.0,4.0
Bannerghatta Road,1920.0,3.0,3.0,122.0,3.0
Kothannur,1085.0,2.0,2.0,34.2,2.0
Thanisandra,760.0,1.0,2.0,50.4,1.0
Sahakara Nagar,1201.0,2.0,3.0,80.0,2.0
Electronic City,1615.0,3.0,2.0,97.0,3.0
HSR Layout,1289.0,2.0,0.0,70.0,2.0
Kasavanhalli,1377.0,2.0,2.0,80.0,2.0
Cunningham Road,2880.0,3.0,2.0,560.0,3.0
Laxmi Sagar Layout,1892.0,3.0,2.0,200.0,3.0
Shivaji Nagar,2176.0,3.0,3.0,348.0,3.0
Thanisandra,663.0,1.0,0.0,32.82,1.0
Electronic City,1165.0,2.0,1.0,33.65,2.0
Talaghattapura,3554.0,4.0,1.0,340.0,3.0
Thanisandra,1260.0,2.0,1.0,45.5,2.0
Volagerekallahalli,1095.0,2.0,1.0,39.0,2.0
KR Garden,1050.0,2.0,2.0,65.0,2.0
Seegehalli,1176.0,2.0,2.0,50.0,2.0
Thanisandra,1801.0,3.0,2.0,115.0,3.0
Whitefield,1315.0,2.0,3.0,55.0,2.0
Parappana Agrahara,1194.0,2.0,2.0,46.0,2.0
NRI Layout,2400.0,2.0,1.0,125.0,2.0
Uttarahalli,1308.0,2.0,3.0,53.0,3.0
Thanisandra,3671.0,4.0,1.0,220.0,4.0
Hoodi,2144.0,3.0,2.0,140.0,3.0
Hoskote,1065.0,2.0,3.0,33.75,2.0
Balagere,1205.0,2.0,1.0,67.0,2.0
Uttarahalli,1160.0,2.0,2.0,40.58,2.0
Parappana Agrahara,1194.0,2.0,2.0,47.0,2.0
mvj engineering college,1200.0,3.0,1.0,56.53,3.0
2nd Phase Judicial Layout,1681.0,3.0,3.0,69.0,3.0
Bommasandra Industrial Area,1130.0,2.0,1.0,32.64,2.0
Iblur Village,3633.0,5.0,1.0,335.0,4.0
Kanakpura Road,1843.0,3.0,2.0,90.0,3.0
Bommasandra Industrial Area,1065.0,2.0,1.0,30.75,2.0
Thubarahalli,1885.0,3.0,2.0,85.52,3.0
R.T. Nagar,1500.0,2.0,2.0,45.0,2.0
Panathur,1210.0,2.0,2.0,69.0,2.0
TC Palaya,1126.0,2.0,1.0,39.4,2.0
Rayasandra,1357.0,2.0,2.0,59.0,3.0
Whitefield,1451.0,2.0,2.0,46.4,3.0
Kodigehaali,1600.0,3.0,3.0,185.0,4.0
Hennur Road,950.0,2.0,1.0,55.0,2.0
Bellandur,960.0,2.0,2.0,48.0,2.0
2nd Block Bel Layout,1625.0,3.0,3.0,92.0,3.0
Kaggalipura,2200.0,4.0,1.0,150.0,3.0
Ambalipura,1607.0,2.0,2.0,112.0,3.0
Kanakpura Road,900.0,2.0,1.0,46.29,2.0
Shree Ananth Nagar Layout,1080.0,2.0,2.0,38.0,2.0
Cooke Town,2300.0,3.0,1.0,250.0,3.0
Hosa Road,1708.0,3.0,0.0,64.05,4.0
Yeshwanthpur,2500.0,5.0,2.0,185.0,6.0
Bellandur,1690.0,2.0,2.0,116.0,3.0
RR Layout,2100.0,3.0,0.0,145.0,5.0
4th Block Koramangala,1269.0,2.0,2.0,97.0,2.0
Haralur Road,1243.0,2.0,2.0,46.0,2.0
Haralur Road,1890.0,3.0,2.0,84.0,3.0
Electronic City Phase II,1165.0,2.0,1.0,33.64,2.0
BTM Layout,1196.0,2.0,2.0,56.81,2.0
Parappana Agrahara,1194.0,2.0,2.0,47.0,2.0
Old Madras Road,1630.0,3.0,2.0,110.0,3.0
Whitefield,1063.0,2.0,1.0,42.52,2.0
Shikaripalya,1025.0,2.0,1.0,39.98,2.0
Chikkabanavar,1067.0,2.0,1.0,38.0,2.0
Kanakpura Road,1299.0,2.0,1.0,89.63,2.0
Panathur,1343.0,2.0,1.0,76.0,2.0
Electronics City Phase 1,1330.0,2.0,2.0,44.0,3.0
Mallasandra,1524.0,2.0,3.0,72.0,3.0
Lingadheeranahalli,2236.0,4.0,2.0,153.0,4.0
Domlur,2955.0,3.0,0.0,235.0,3.0
Raja Rajashweri Nagar,1410.0,2.0,2.0,45.12,3.0
Kothanur,1581.0,3.0,3.0,76.0,3.0
Balagere,1205.0,2.0,1.0,79.0,2.0
Thyagaraja Nagar,1270.0,2.0,2.0,95.25,3.0
VHBCS Layout,1353.0,2.0,2.0,110.0,3.0
Jinkethimmanahalli,1200.0,2.0,1.0,68.0,2.0
basaveshwarnagar,1250.0,2.0,1.0,70.0,3.0
Gopalapura,1950.2,3.0,2.0,261.0,3.0
Sarjapur  Road,1157.0,2.0,1.0,69.0,3.0
Kanakapura,825.0,1.0,0.0,35.475,1.0
Sarjapur  Road,1000.0,2.0,2.0,40.0,2.0
Yelahanka,602.0,1.0,1.0,33.0,1.0
Hoodi,1108.0,2.0,0.0,66.46,2.0
Thyagaraja Nagar,1040.0,2.0,1.0,68.0,2.0
Sarjapur,1451.0,2.0,1.0,87.0,2.0
Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.54,2.0
Kanakpura Road,850.0,1.0,1.0,37.32,1.0
Gopalapura,2171.66,3.0,2.0,298.0,3.0
Kanaka Nagar,900.0,2.0,1.0,40.0,2.0
Kudlu,720.0,1.0,1.0,33.0,1.0
Thanisandra,1573.0,3.0,2.0,115.0,3.0
Sarjapur  Road,1026.0,2.0,1.0,60.8,2.0
CV Raman Nagar,1400.0,2.0,2.0,78.0,3.0
Electronic City Phase II,1400.0,2.0,2.0,40.44,3.0
Banashankari Stage III,2100.0,3.0,1.0,147.0,4.0
Sarjapur  Road,1150.0,2.0,1.0,48.5,2.0
Raja Rajeshwari Nagar,1500.0,3.0,2.0,88.0,3.0
Malleshwaram,2400.0,3.0,2.0,380.0,3.0
HRBR Layout,1200.0,3.0,2.0,240.0,3.0
Kothanur,1790.0,3.0,2.0,105.0,3.0
Ramagondanahalli,1125.0,2.0,2.0,75.0,2.0
Hennur,1830.5,3.0,0.0,84.205,3.0
Marathahalli,1100.0,2.0,1.0,50.0,2.0
7th Phase JP Nagar,1080.0,2.0,1.0,51.0,2.0
Banaswadi,1105.0,2.0,2.0,57.0,2.0
Thanisandra,1110.0,2.0,2.0,46.5,2.0
Dasanapura,708.0,1.0,1.0,41.0,1.0
Kudlu,1027.0,2.0,2.0,44.0,2.0
"Banashankari 3rd stage, Vivekanandanagar",1600.0,3.0,1.0,100.0,3.0
Thigalarapalya,3122.0,6.0,2.0,250.0,4.0
Sarjapur  Road,1205.0,2.0,2.0,37.0,2.0
5th Phase JP Nagar,1450.0,2.0,2.0,73.0,3.0
Annaiah Reddy Layout,540.0,1.0,0.0,22.0,1.0
Dasarahalli,1200.0,2.0,2.0,42.0,2.0
Kalena Agrahara,1837.0,2.0,2.0,95.0,3.0
Whitefield,1346.0,2.0,1.0,76.01,2.0
Balagere,1012.0,2.0,1.0,68.0,2.0
Gopalapura,1950.2,3.0,2.0,193.0,3.0
Atmananda Colony,1125.0,2.0,2.0,55.0,2.0
Kaggadasapura,1500.0,2.0,2.0,60.0,3.0
Harlur,1197.0,2.0,1.0,79.9,2.0
Chandapura,1230.0,2.0,2.0,31.37,3.0
BTM 2nd Stage,1100.0,2.0,2.0,47.0,2.0
Channasandra Layout,1563.0,2.0,2.0,52.0,3.0
Hebbal Kempapura,3729.0,4.0,2.0,384.0,4.0
Sarjapur  Road,1600.0,3.0,1.0,120.0,3.0
Green Glen Layout,1715.0,3.0,3.0,120.0,3.0
Bannerghatta Road,2400.0,4.0,1.0,180.0,4.0
Ramagondanahalli,1151.0,2.0,2.0,42.5,2.0
Uttarahalli,1123.0,2.0,2.0,60.0,2.0
Whitefield,1276.0,2.0,1.0,69.5,2.0
Yelahanka,1315.0,2.0,3.0,77.0,2.0
Poorna Pragna Layout,1270.0,2.0,2.0,50.79,3.0
R.T. Nagar,1325.0,2.0,2.0,52.0,2.0
Varthur,1600.0,3.0,2.0,63.2,3.0
Jakkur,1660.0,3.0,2.0,104.0,3.0
Kodichikkanahalli,1299.0,2.0,3.0,58.0,2.0
Haralur Road,953.0,2.0,1.0,90.0,2.0
Gunjur,1457.0,2.0,3.0,60.0,2.0
Varthur,1000.0,1.0,1.0,65.0,2.0
Mallasandra,1100.0,2.0,3.0,76.3,3.0
Yelahanka,1075.0,2.0,1.0,33.53,3.0
Kanakpura Road,1450.0,3.0,3.0,51.0,3.0
Bellandur,950.0,1.0,1.0,40.0,1.0
Basaveshwara Nagar,1200.0,3.0,1.0,180.0,5.0
Amam Enclave Layout,1013.0,2.0,2.0,60.0,2.0
Hennur Road,1140.0,2.0,2.0,56.0,2.0
4th T block Jayanagar,2100.0,3.0,3.0,220.0,3.0
Yelahanka,1430.0,3.0,1.0,61.0,3.0
Ilyas Nagar,600.0,3.0,0.0,95.0,4.0
Anantapura,1600.0,3.0,2.0,77.0,3.0
Ayappa Nagar,1190.0,2.0,1.0,48.0,2.0
Ashwath Nagar,1625.0,3.0,2.0,95.0,3.0
Classic Paradise Layout,1210.0,2.0,2.0,53.0,2.0
Lakshminarayana Pura,1615.0,3.0,2.0,150.0,3.0
Kalena Agrahara,1180.0,2.0,2.0,85.0,2.0
Nagasandra,1500.0,2.0,0.0,91.0,2.0
Bellandur,850.0,2.0,1.0,45.0,2.0
Kothanur,1130.0,2.0,2.0,55.0,2.0
CV Raman Nagar,907.0,2.0,2.0,38.0,2.0
HRBR Layout,1300.0,2.0,3.0,90.0,2.0
Hennur Road,1891.0,3.0,1.0,110.0,3.0
Hennur Road,1735.0,3.0,3.0,78.0,3.0
Bisuvanahalli,1075.0,2.0,1.0,33.0,3.0
Kumaraswami Layout,2040.0,4.0,3.0,123.0,7.0
Uttarahalli,1590.0,3.0,2.0,57.0,3.0
Doddakammanahalli,1160.0,2.0,3.0,55.0,2.0
Tasker Town,930.0,1.0,1.0,55.0,2.0
Devanahalli,1010.0,2.0,1.0,58.0,2.0
Electronic City,1221.0,2.0,2.0,68.0,2.0
Banashankari,2400.0,4.0,3.0,470.0,4.0
Hoodi,1108.0,2.0,1.0,87.48,2.0
Sarjapur  Road,1370.0,2.0,1.0,70.0,2.0
Banashankari Stage V,920.0,2.0,1.0,41.5,2.0
Bhoganhalli,1277.0,2.0,1.0,79.89,2.0
Horamavu Agara,1213.0,2.0,2.0,38.1,2.0
Singasandra,1653.0,3.0,2.0,85.0,3.0
Sarjapur,2400.0,3.0,3.0,140.0,4.0
1st Block Koramangala,3000.0,5.0,3.0,500.0,4.0
Electronics City Phase 1,1321.0,2.0,0.0,40.0,3.0
Kanakpura Road,1570.0,3.0,2.0,68.0,3.0
Nallurhalli,1053.0,2.0,3.0,44.0,2.0
Hoysalanagar,1325.0,2.0,3.0,56.0,3.0
manyata,1169.0,2.0,1.0,50.11,2.0
Badavala Nagar,1274.0,2.0,1.0,90.0,2.0
Whitefield,1317.0,2.0,2.0,52.0,2.0
Lakshminarayana Pura,1195.0,2.0,1.0,75.0,2.0
Whitefield,2858.0,4.0,0.0,137.0,4.0
Kammasandra,940.0,2.0,2.0,35.0,2.0
Budigere,1820.0,3.0,2.0,95.5,3.0
Kanakpura Road,1450.0,3.0,3.0,53.6,3.0
Whitefield,1615.0,3.0,0.0,96.9,3.0
Nagarbhavi,2200.0,2.0,3.0,99.0,3.0
Subramanyapura,985.0,2.0,1.0,62.5,2.0
Electronics City Phase 1,1116.0,2.0,1.0,33.0,2.0
Attibele,656.0,2.0,1.0,25.0,2.0
Kaggadasapura,1105.0,2.0,1.0,39.5,2.0
Whitefield,1220.0,2.0,1.0,55.0,2.0
Hoodi,1400.0,3.0,2.0,74.0,3.0
Bhuvaneswari Nagar,2400.0,3.0,0.0,185.0,4.0
Anandapura,850.0,3.0,0.0,63.0,3.0
Uttarahalli,1000.0,2.0,1.0,35.0,2.0
Bannerghatta Road,1660.0,3.0,3.0,80.0,3.0
Uttarahalli,1330.0,2.0,1.0,57.0,3.0
Old Madras Road,1165.0,2.0,1.0,52.0,2.0
Budigere,1153.0,2.0,2.0,56.0,2.0
Bannerghatta Road,1270.0,2.0,2.0,45.0,2.0
2nd Phase JP Nagar,1070.0,2.0,2.0,38.0,2.0
RWF West Colony,1427.0,2.0,0.0,85.0,3.0
Banashankari Stage III,1420.0,2.0,2.0,95.0,3.0
Langford Town,2031.0,2.0,2.0,200.0,2.0
Bellandur,1454.0,2.0,1.0,90.0,2.0
Whitefield,1116.0,2.0,3.0,48.76,2.0
Maruthi Sevanagar,2000.0,3.0,1.0,180.0,4.0
Sarjapur  Road,1346.0,2.0,1.0,74.03,2.0
Hessarghatta,1062.0,2.0,1.0,50.0,2.0
 Mysore Highway,700.0,1.0,1.0,25.5,1.0
JP Nagar,1405.0,2.0,1.0,99.0,2.0
Doddathoguru,1100.0,2.0,2.0,50.0,2.0
Chikka Tirupathi,2153.0,4.0,3.0,120.0,3.0
Kammagondahalli,1200.0,3.0,2.0,120.0,3.0
Ulsoor,2135.0,3.0,2.0,170.0,3.0
Uttarahalli,1125.0,2.0,1.0,47.0,2.0
2nd Phase Judicial Layout,1350.0,2.0,2.0,47.25,3.0
Pai Layout,1068.0,2.0,3.0,48.0,2.0
Doddathoguru,940.0,2.0,1.0,32.9,2.0
Hosa Road,1063.0,2.0,1.0,32.79,2.0
Brookefield,1382.0,2.0,2.0,84.5,2.0
Harlur,936.0,2.0,1.0,45.0,2.0
KR Puram,1400.0,2.0,3.0,60.0,3.0
Sarjapur  Road,475.0,1.0,1.0,26.0,1.0
LIC Colony,1200.0,2.0,1.0,115.0,2.0
Glass Factory Layout,1450.0,3.0,3.0,65.0,3.0
Kudlu,1162.0,2.0,1.0,52.0,2.0
Hosa Road,1161.0,2.0,1.0,48.75,2.0
Green Glen Layout,1623.29,2.0,2.0,105.0,3.0
Brookefield,1260.0,2.0,1.0,70.0,2.0
Billekahalli,1672.0,3.0,2.0,190.0,4.0
Seegehalli,3000.0,4.0,2.0,240.0,3.0
