location,total_sqft,bath,balcony,bhk,price
Banaswadi,1340.0,2.0,2.0,2.0,73.0
"Judicial Layout, Kanakapura Road, ",1100.0,3.0,2.0,3.0,53.0
Akshaya Nagar,2000.0,1.0,0.0,1.0,200.0
Whitefield,1185.0,2.0,2.0,2.0,56.0
Chandapura,1025.0,2.0,2.0,2.0,27.68
Haralur Road,1730.0,3.0,1.0,3.0,95.0
Hennur Road,1450.0,3.0,1.0,3.0,88.6
Old Madras Road,2430.0,5.0,2.0,3.0,180.0
Hoodi,863.0,1.0,0.0,1.0,40.55
Chambenahalli,1170.0,2.0,3.0,2.0,50.0
B Narayanapura,1075.0,2.0,2.0,2.0,50.0
Kodichikkanahalli,1060.0,2.0,1.0,2.0,34.0
Sarjapur,850.0,2.0,2.0,2.0,32.0
P&T Layout,935.0,2.0,1.0,2.0,45.9
Gollarapalya Hosahalli,1905.0,3.0,0.0,4.0,86.0
8th Block Jayanagar,2000.0,6.0,3.0,6.0,300.0
Uttarahalli,1125.0,2.0,1.0,2.0,47.0
Bannerghatta Road,1725.0,3.0,3.0,3.0,85.0
Dodda Banaswadi,1120.0,2.0,3.0,2.0,36.0
Brookefield,1750.0,2.0,2.0,3.0,75.0
7th Phase JP Nagar,2000.0,3.0,2.0,3.0,77.0
Koramangala,1745.0,3.0,3.0,3.0,98.0
Bagalakunte,750.0,3.0,1.0,5.0,95.0
Uttarahalli,1270.0,2.0,2.0,3.0,55.25
Sahakara Nagar,1180.0,2.0,2.0,2.0,72.0
Shanti Nagar,1130.0,2.0,1.0,2.0,75.0
Old Airport Road,2774.0,4.0,3.0,4.0,197.0
Ardendale,1723.0,3.0,2.0,3.0,95.0
Mysore Road,1175.0,2.0,2.0,2.0,70.5
Ambalipura,1607.0,2.0,2.0,3.0,112.0
Varanasi,1334.0,2.0,1.0,2.0,62.0
Vishwapriya Layout,2800.0,5.0,3.0,5.0,130.0
Bellandur,1138.0,3.0,2.0,3.0,128.0
Bannerghatta,1113.0,2.0,1.0,2.0,70.0
9th Phase JP Nagar,1300.0,2.0,2.0,3.0,58.0
Judicial Layout,2400.0,4.0,0.0,4.0,350.0
Sahakara Nagar,1200.0,2.0,2.0,2.0,60.0
cooketown,1900.0,3.0,2.0,3.0,190.0
Whitefield,2956.0,5.0,0.0,4.0,234.0
Panathur,1398.0,2.0,1.0,2.0,97.0
Margondanahalli,1152.0,1.0,0.0,2.0,66.0
Nagavara,1110.0,2.0,2.0,2.0,44.95
 Devarachikkanahalli,1116.0,2.0,1.0,2.0,47.0
Babusapalaya,1061.0,2.0,1.0,2.0,33.84
Malleshwaram,620.0,1.0,1.0,1.0,86.8
7th Phase JP Nagar,1300.0,2.0,2.0,3.0,52.0
Yelahanka,1270.0,2.0,2.0,2.0,57.0
Peenya,966.0,2.0,2.0,2.0,50.0
Iblur Village,3596.0,5.0,1.0,4.0,297.0
Kathriguppe IV Phase,1630.0,3.0,2.0,3.0,131.0
Amruthahalli,1202.0,2.0,1.0,2.0,65.0
Jakkur,1300.0,2.0,2.0,2.0,80.0
Electronic City,1360.0,2.0,1.0,3.0,70.0
Hennur Road,1155.0,2.0,1.0,2.0,69.18
Hosakerehalli,2378.0,3.0,1.0,3.0,310.0
Hulimavu,1011.0,2.0,2.0,2.0,38.0
HSR Layout,1203.0,2.0,2.0,2.0,72.0
Hebbal,1645.0,3.0,2.0,3.0,113.0
Horamavu Agara,1364.0,2.0,3.0,3.0,50.0
Anekal,1200.0,1.0,1.0,2.0,36.0
KR Layout,1050.0,2.0,2.0,1.0,41.0
Kothanur,1365.0,3.0,3.0,3.0,66.0
Jigani,1252.0,3.0,3.0,3.0,70.0
Jigani,1221.0,3.0,2.0,3.0,65.0
Panathur,1065.0,2.0,1.0,2.0,58.0
Uttarahalli,1270.0,2.0,1.0,3.0,55.25
Sahakara Nagar,1032.0,2.0,2.0,2.0,45.0
Frazer Town,2900.0,4.0,2.0,4.0,325.0
Sector 2 HSR Layout,1515.0,2.0,3.0,3.0,69.0
Akshaya Vana,1427.0,2.0,2.0,2.0,52.0
Magadi Road,940.0,2.0,2.0,2.0,50.0
Bannerghatta Road,1460.0,2.0,2.0,3.0,80.0
Sarjapur  Road,2275.0,4.0,2.0,3.0,175.0
9th Phase JP Nagar,1522.0,3.0,2.0,3.0,90.0
Basaveshwara Nagar Yelahanka,3210.0,4.0,2.0,3.0,380.0
Thanisandra,1185.0,2.0,2.0,2.0,42.67
Banashankari,1800.0,3.0,2.0,3.0,125.0
Electronics City Phase 1,940.0,2.0,1.0,2.0,44.0
Marathahalli,1530.0,3.0,2.0,3.0,71.0
Gollahalli,1050.0,2.0,1.0,2.0,48.0
Subramanyapura,929.0,2.0,2.0,2.0,49.0
Banjara Layout,3750.0,5.0,3.0,4.0,145.0
Whitefield,1530.0,3.0,3.0,3.0,75.0
PC Palaya,900.0,2.0,1.0,2.0,48.0
Vasanthapura,978.0,2.0,1.0,2.0,34.22
Ambalipura,770.0,1.0,2.0,1.0,43.82
Kaval Byrasandra,1066.0,2.0,3.0,2.0,55.0
Electronic City,635.0,1.0,0.0,1.0,28.0
Whitefield,1015.0,2.0,1.0,2.0,45.0
Hebbal,1175.0,2.0,0.0,2.0,54.05
Vidyaranyapura,1188.0,2.0,1.0,2.0,50.0
Soppahalli,620.0,1.0,1.0,1.0,25.0
Ejipura,1210.0,2.0,0.0,2.0,75.0
Attibele,1000.0,3.0,1.0,3.0,90.0
Rajaji Nagar,1500.0,2.0,0.0,3.0,99.0
Electronic City,1800.0,3.0,2.0,4.0,190.0
Thanisandra,1185.0,2.0,2.0,2.0,43.66
Basavangudi,1600.0,3.0,3.0,3.0,130.0
Gottigere,1100.0,2.0,1.0,2.0,28.0
Yelahanka,1300.0,2.0,2.0,2.0,69.23
Kasavanhalli,1100.0,2.0,1.0,2.0,68.0
Ambalipura,860.0,2.0,1.0,2.0,28.93
Panathur,1007.0,2.0,1.0,2.0,64.0
Akshaya Nagar,1100.0,2.0,2.0,2.0,48.0
Whitefield,1187.0,2.0,1.0,2.0,38.0
R.T. Nagar,1150.0,2.0,2.0,2.0,72.0
Nagavara,2400.0,3.0,2.0,3.0,252.0
Aavalahalli,1180.0,2.0,3.0,2.0,41.94
Budigere,1820.0,3.0,2.0,3.0,85.2
KR Puram,3628.0,4.0,1.0,4.0,246.0
Kodbisanhalli,1430.0,3.0,2.0,3.0,70.0
Kanakpura Road,700.0,2.0,1.0,2.0,40.0
Kattigenahalli,1200.0,1.0,0.0,2.0,70.0
Old Madras Road,1165.0,2.0,1.0,2.0,40.77
Jalahalli,1569.0,3.0,2.0,3.0,118.0
Jayanti Nagar,1200.0,3.0,1.0,2.0,70.0
Yelahanka New Town,2437.0,3.0,2.0,3.0,125.0
Marathahalli,950.0,2.0,2.0,2.0,46.7
Bellandur,1685.0,3.0,3.0,3.0,115.0
Green Glen Layout,3270.0,4.0,3.0,4.0,205.0
Sarjapur  Road,1314.0,2.0,2.0,2.0,110.0
New Gurappana Palya,1250.0,3.0,2.0,3.0,40.0
Virudhu Nagar,1130.0,2.0,2.0,2.0,68.0
kamanahalli main road,857.0,3.0,2.0,3.0,95.0
Whitefield,2247.0,3.0,0.0,3.0,145.0
Marathahalli,1550.0,3.0,2.0,3.0,85.0
Hoodi,1715.0,2.0,2.0,3.0,100.0
Hennur Road,1053.0,2.0,1.0,2.0,53.0
Begur Road,1200.0,3.0,0.0,3.0,50.0
HBR Layout,1800.0,2.0,1.0,3.0,230.0
Chikkabanavar,2400.0,4.0,0.0,5.0,97.0
Kodbisanhalli,1245.0,1.0,3.0,2.0,60.0
Koramangala,1320.0,2.0,1.0,2.0,160.0
Whitefield,3940.0,5.0,3.0,4.0,265.0
Thanisandra,1241.0,2.0,1.0,3.0,65.0
7th Phase JP Nagar,2980.0,4.0,2.0,3.0,260.0
Raja Rajeshwari Nagar,1090.0,2.0,2.0,2.0,57.0
Byrasandra,1390.0,2.0,1.0,3.0,50.0
Jakkur Plantation,2750.0,5.0,2.0,3.0,275.0
Kanakpura Road,1100.0,2.0,1.0,3.0,52.97
Koramangala,1350.0,2.0,2.0,2.0,103.0
Prakash Nagar,800.0,2.0,2.0,2.0,55.0
Sarjapur  Road,1787.0,3.0,2.0,3.0,116.0
BTM Layout,2400.0,3.0,2.0,3.0,220.0
Haralur Road,3700.0,4.0,2.0,4.0,325.0
Sarjapur  Road,1691.0,3.0,2.0,3.0,93.01
Bhoganhalli,2119.0,4.0,3.0,4.0,111.0
Chikka Tirupathi,2325.0,3.0,0.0,3.0,95.0
Akshaya Nagar,1896.0,3.0,2.0,3.0,102.0
Banashankari Stage V,1540.0,3.0,2.0,3.0,48.51
Cambridge Layout,1244.0,2.0,2.0,2.0,95.0
Hormavu,1365.0,2.0,2.0,3.0,65.0
Thanisandra,580.0,1.0,1.0,1.0,27.5
Hebbal,1355.0,3.0,2.0,3.0,83.87
8th Phase JP Nagar,1513.0,2.0,3.0,2.0,62.0
Banashankari,1175.0,2.0,1.0,2.0,41.13
Thanisandra,2087.0,4.0,2.0,3.0,139.0
Talaghattapura,2273.0,3.0,2.0,3.0,145.0
Thanisandra,2050.0,3.0,2.0,3.0,150.0
Garebhavipalya,1200.0,2.0,1.0,2.0,75.0
Whitefield,1190.0,2.0,3.0,2.0,59.0
Kodigehalli,600.0,3.0,2.0,4.0,85.0
Marathahalli,1019.0,2.0,2.0,2.0,49.86
Thigalarapalya,1830.0,3.0,2.0,3.0,133.0
Sarjapur  Road,1028.0,2.0,1.0,2.0,56.0
Old Madras Road,1300.0,2.0,2.0,2.0,100.0
Whitefield,1160.0,2.0,1.0,2.0,67.0
Mahadevpura,1505.0,3.0,2.0,3.0,78.0
Kogilu,1250.0,2.0,1.0,2.0,55.55
Ramchandrapuram,400.0,2.0,1.0,1.0,50.0
Sarjapur,1175.0,2.0,1.0,2.0,41.68
Janatha Colony,1100.0,2.0,2.0,2.0,57.6
Vishwanatha Nagenahalli,2159.0,3.0,2.0,3.0,120.0
Devanahalli,1230.0,2.0,1.0,2.0,56.45
Channasandra Layout,3100.0,6.0,1.0,5.0,165.0
Hegganahalli,1200.0,1.0,0.0,1.0,48.0
Dodsworth Layout,1340.0,2.0,1.0,2.0,71.0
Banashankari,1750.0,2.0,2.0,3.0,89.0
Banashankari Stage II,1400.0,2.0,1.0,2.0,100.0
Nagarbhavi,1350.0,3.0,0.0,3.0,60.0
RMV Extension,1675.0,3.0,3.0,3.0,62.0
Thanisandra,1340.0,2.0,1.0,2.0,66.33
Malleshwaram,600.0,1.0,0.0,2.0,68.0
Hulimavu,1276.0,2.0,2.0,2.0,76.0
Ramagondanahalli,1738.0,2.0,3.0,3.0,76.0
"Hoodi Circle, ",1190.0,2.0,2.0,2.0,59.9
Electronic City,1128.0,2.0,1.0,2.0,65.45
Veersandra,1250.0,2.0,1.0,2.0,55.0
ITI Layout,1450.0,2.0,2.0,2.0,90.0
Kudlu,1084.0,2.0,1.0,2.0,53.0
Kaggadasapura,2150.0,4.0,2.0,4.0,90.0
Nagarbhavi,600.0,3.0,0.0,4.0,77.0
Hosur Road,1250.0,2.0,2.0,2.0,65.0
Seegehalli,2400.0,4.0,1.0,3.0,240.0
Begur,1304.0,3.0,0.0,3.0,65.0
Rajaji Nagar,1640.0,3.0,2.0,3.0,268.0
7th Phase JP Nagar,980.0,2.0,1.0,2.0,77.44
Ramanashree Enclave,1275.0,2.0,2.0,2.0,49.5
Banjara Layout,2500.0,4.0,0.0,3.0,140.0
Bidadi,3600.0,4.0,0.0,4.0,225.0
Anekal,2400.0,4.0,0.0,3.0,95.0
Chikku Lakshmaiah Layout,2300.0,3.0,2.0,3.0,280.0
Kanakpura Road,1450.0,2.0,2.0,3.0,70.18
Electronic City,890.0,2.0,1.0,2.0,40.0
Bannerghatta Road,1340.0,2.0,3.0,2.0,85.0
Vidyaranyapura,1100.0,2.0,1.0,3.0,75.0
Kengeri,750.0,2.0,1.0,2.0,40.0
Akshaya Nagar,1300.0,2.0,2.0,2.0,66.0
HRBR Layout,1301.0,2.0,1.0,2.0,120.0
Gnana Bharathi,3200.0,8.0,1.0,9.0,130.0
Pillahalli,1900.0,2.0,0.0,3.0,92.0
Kanakpura Road,1299.0,2.0,1.0,2.0,105.0
Anugrah Layout,1250.0,3.0,3.0,3.0,40.0
Kalkere,925.0,2.0,1.0,2.0,55.0
Meenakunte,3900.0,3.0,3.0,3.0,250.0
Uttarahalli,1107.0,2.0,1.0,2.0,45.0
Ramesh Nagar,1400.0,2.0,2.0,2.0,160.0
Electronics City Phase 1,1300.0,2.0,1.0,2.0,67.0
Yeshwanthpur,570.0,2.0,1.0,2.0,62.0
Hiremath Layout,1715.0,3.0,2.0,3.0,95.0
Uttarahalli,1200.0,2.0,1.0,2.0,55.0
Ashok Nagar,703.0,2.0,1.0,2.0,60.0
Talaghattapura,921.0,2.0,2.0,2.0,29.47
Marathahalli,1144.0,2.0,2.0,2.0,65.0
Kanakpura Road,525.0,1.0,1.0,1.0,26.01
Suddaguntepalya,1400.0,2.0,2.0,3.0,56.0
Balagere,661.0,1.0,1.0,1.0,33.0
Yelahanka,1705.0,3.0,1.0,3.0,91.0
Kadugodi,1430.0,2.0,0.0,3.0,55.0
Marathahalli,1240.0,2.0,2.0,2.0,55.0
Garudachar Palya,1325.0,2.0,2.0,3.0,60.8
Thanisandra,1230.0,2.0,2.0,2.0,44.0
Electronics City Phase 1,1000.0,2.0,3.0,2.0,28.0
Gollarahatti,740.0,2.0,1.0,4.0,24.5
Uttarahalli,1330.0,2.0,2.0,3.0,46.45
Sarjapur  Road,3005.0,5.0,0.0,4.0,275.0
Shivaji Nagar,1300.0,3.0,2.0,3.0,170.0
Haralur Road,1243.0,2.0,2.0,2.0,46.0
Kengeri Satellite Town,936.0,2.0,1.0,4.0,60.84
Banashankari Stage III,1500.0,2.0,2.0,3.0,100.0
Cox Town,1073.0,2.0,2.0,2.0,72.0
Kudlu,1300.0,2.0,2.0,2.0,56.0
Electronic City,1065.0,2.0,1.0,2.0,30.75
Whitefield,1216.0,2.0,1.0,2.0,66.88
Jigani,1252.0,3.0,2.0,3.0,59.0
Hormavu,1196.0,2.0,1.0,2.0,44.8
Kudlu,1027.0,2.0,2.0,2.0,44.0
Padmanabhanagar,610.0,2.0,1.0,3.0,75.0
Poornapragna Housing Society Layout,1270.0,2.0,2.0,3.0,57.15
Mico Layout,1171.0,2.0,2.0,2.0,39.0
Kothannur,1215.0,2.0,3.0,3.0,48.6
Venkateswara Nagar,600.0,1.0,0.0,1.0,20.0
Whitefield,1180.0,2.0,1.0,2.0,77.0
Electronic City Phase II,1160.0,2.0,1.0,2.0,33.51
Whitefield,2140.0,3.0,2.0,3.0,139.0
Yeshwanthpur,1500.0,3.0,1.0,3.0,100.0
Banaswadi,1008.0,2.0,2.0,2.0,52.0
Electronic City,1127.0,2.0,2.0,2.0,32.0
Rajaji Nagar,1621.0,3.0,1.0,3.0,124.0
Poornapragna Housing Society Layout,2400.0,3.0,0.0,3.0,360.0
Banashankari 2 nd Stage,1030.0,2.0,2.0,3.0,77.25
Whitefield,1314.0,2.0,1.0,2.0,84.0
Choodasandra,1220.0,3.0,1.0,3.0,56.0
Banashankari Stage VI,600.0,3.0,1.0,4.0,97.0
JP Nagar,1590.0,2.0,3.0,3.0,85.0
Shivaji Nagar,703.0,2.0,1.0,2.0,49.5
Hosakerehalli,1795.0,3.0,2.0,3.0,64.62
Gottigere,3000.0,3.0,0.0,4.0,132.0
Electronic City,825.0,2.0,1.0,2.0,35.0
Vajarahalli,1254.0,2.0,1.0,3.0,70.0
Ramagondanahalli,2040.0,3.0,2.0,3.0,114.0
Thigalarapalya,2215.0,4.0,2.0,3.0,154.0
Jalahalli,1478.0,2.0,2.0,2.0,125.0
Malleshwaram,2475.0,4.0,3.0,3.0,337.0
Cambridge Layout,1669.0,3.0,2.0,3.0,298.0
Nagappa Reddy Layout,1820.0,3.0,2.0,3.0,79.5
Horamavu Agara,1623.0,3.0,1.0,3.0,89.0
Haralur Road,1243.0,2.0,2.0,2.0,46.0
Electronic City,1200.0,2.0,2.0,2.0,40.5
Gottigere,1613.0,3.0,3.0,3.0,72.0
Rajiv Gandhi Nagar,1293.0,2.0,2.0,2.0,80.0
Hoskote,1065.0,2.0,2.0,2.0,28.5
Kudlu Gate,940.0,2.0,1.0,2.0,69.57
Sarjapur  Road,1181.0,2.0,1.0,3.0,65.0
Malleshwaram,2215.0,3.0,2.0,3.0,275.0
Marathahalli,1100.0,2.0,0.0,1.0,75.0
MLA Layout,1050.0,2.0,1.0,2.0,36.0
Subramanyapura,1260.0,2.0,1.0,3.0,75.0
Banashankari Stage II,2800.0,3.0,2.0,5.0,425.0
Dodda Banaswadi,1500.0,3.0,2.0,3.0,56.0
Esther Enclave Layout,1000.0,2.0,0.0,2.0,66.0
Whitefield,1530.0,3.0,3.0,3.0,73.0
HSR Layout,1140.0,2.0,2.0,2.0,46.0
Dodda Nekkundi Extension,1864.0,3.0,3.0,3.0,115.0
Sarjapur,1575.0,3.0,3.0,3.0,55.0
Attibele,1200.0,3.0,0.0,3.0,105.0
Raja Rajeshwari Nagar,945.0,2.0,1.0,2.0,45.0
Sarjapur  Road,1691.0,3.0,2.0,3.0,100.0
KR Garden,1200.0,2.0,3.0,2.0,135.0
Electronic City Phase II,1220.0,3.0,1.0,3.0,35.25
Kengeri,600.0,1.0,1.0,1.0,35.0
Whitefield,1160.0,2.0,2.0,2.0,39.0
Dodda Nekkundi Extension,1950.0,2.0,0.0,3.0,89.5
Vittasandra,1650.0,3.0,1.0,3.0,85.0
Annapurneshwari Nagar,2400.0,4.0,1.0,4.0,150.0
Abbigere,795.0,1.0,1.0,2.0,32.6
Kalyan nagar,2285.0,4.0,1.0,3.0,165.0
Haralur Road,1243.0,2.0,2.0,2.0,46.0
Kammagondahalli,1263.0,2.0,1.0,2.0,51.5
Hennur,1345.0,2.0,1.0,3.0,69.0
Electronic City,1360.0,2.0,1.0,3.0,58.0
Sarjapur  Road,1026.0,2.0,1.0,2.0,60.55
Alfa Garden Layout,1050.0,2.0,2.0,2.0,38.0
Uttarahalli,1460.0,3.0,3.0,3.0,76.0
Banagiri Nagar,1525.0,2.0,2.0,3.0,91.48
Kanakpura Road,1843.0,3.0,2.0,3.0,85.0
Koramangala,1642.0,2.0,1.0,3.0,115.0
TC Palaya,1200.0,2.0,0.0,3.0,66.0
Austin Town,975.0,2.0,1.0,2.0,60.0
Bisuvanahalli,1075.0,2.0,1.0,3.0,44.0
Panathur,1210.0,2.0,1.0,2.0,77.93
Rammana Layout,2000.0,3.0,2.0,3.0,100.0
Akshaya Nagar,1225.0,2.0,0.0,2.0,68.0
Jakkur,1290.0,2.0,1.0,2.0,80.04
Remco Bhel Layout,1220.0,2.0,0.0,2.0,56.0
A Narayanapura,1500.0,2.0,0.0,1.0,85.0
Kaggadasapura,1361.0,2.0,2.0,2.0,79.0
Frazer Town,2801.25,4.0,1.0,5.0,462.0
1st Phase JP Nagar,1394.0,2.0,2.0,2.0,85.0
Yelahanka,870.0,2.0,1.0,2.0,27.0
Rajaji Nagar,1222.0,2.0,2.0,2.0,98.0
Hebbal,1420.0,2.0,1.0,2.0,99.39
Bellandur,1846.0,3.0,2.0,3.0,135.0
Benson Town,1688.12,2.0,1.0,2.0,270.0
Yeshwanthpur,1167.0,2.0,2.0,2.0,64.08
Ananth Nagar,902.0,2.0,2.0,2.0,25.0
Kannamangala,2422.0,4.0,3.0,4.0,135.0
Rachenahalli,1050.0,2.0,2.0,2.0,52.5
Rajapura,1000.0,2.0,0.0,2.0,50.0
Kundalahalli,1260.0,2.0,0.0,2.0,58.0
Banashankari Stage II,3000.0,3.0,2.0,3.0,450.0
Jigani,939.0,2.0,2.0,2.0,39.0
Jalahalli,600.0,1.0,0.0,1.0,37.0
8th Phase JP Nagar,1298.0,2.0,1.0,2.0,59.0
Marathahalli,1710.0,3.0,2.0,3.0,135.0
Subramanyapura,1000.0,2.0,1.0,2.0,45.0
Ramagondanahalli,3350.0,3.0,3.0,3.0,150.0
RPC layout,1100.0,2.0,2.0,2.0,68.0
Jalahalli,615.0,1.0,1.0,1.0,46.0
Sarjapur  Road,1350.0,2.0,1.0,2.0,85.0
Cunningham Road,2700.0,3.0,1.0,3.0,501.0
Hegde Nagar,1718.0,3.0,2.0,3.0,130.0
7th Phase JP Nagar,1680.0,3.0,2.0,3.0,112.0
Hulimavu,1500.0,2.0,0.0,2.0,90.0
Sarjapur  Road,1157.0,2.0,1.0,3.0,72.0
Akshaya Nagar,1179.0,2.0,1.0,2.0,51.0
Hulimavu,1315.0,2.0,0.0,2.0,60.48
Phase 1 Kammasandra,1105.0,2.0,2.0,2.0,28.18
Banashankari,1800.0,3.0,2.0,3.0,175.0
Jalahalli East,1010.0,2.0,1.0,2.0,52.0
Electronic City,630.0,1.0,1.0,1.0,46.0
Anekal,1200.0,2.0,1.0,2.0,36.1
Kaval Byrasandra,1025.0,2.0,1.0,2.0,60.0
Hennur Road,1195.0,2.0,2.0,2.0,59.0
Whitefield,1012.0,2.0,1.0,2.0,58.0
Sarjapura - Attibele Road,1090.0,2.0,1.0,2.0,37.0
Kathriguppe,1300.0,3.0,2.0,3.0,77.99
Amblipura,2950.0,4.0,2.0,4.0,250.0
Harlur,1710.0,3.0,3.0,3.0,85.0
Uttarahalli,1500.0,3.0,1.0,3.0,68.0
Kodichikkanahalli,1310.0,2.0,2.0,3.0,53.0
Dommasandra,674.0,1.0,1.0,2.0,19.9
Hoodi,1350.0,3.0,2.0,3.0,70.0
Hennur Gardens,1464.0,2.0,2.0,3.0,115.0
Marsur,715.0,2.0,1.0,3.0,29.0
Electronic City,1400.0,2.0,1.0,3.0,40.45
Electronic City Phase II,1625.0,2.0,2.0,3.0,48.75
Electronic City,1065.0,2.0,1.0,2.0,30.76
HMT Layout,1385.0,3.0,3.0,3.0,90.0
CV Raman Nagar,1040.0,2.0,1.0,2.0,50.0
Haralur Road,1817.0,3.0,2.0,3.0,110.0
Volagerekallahalli,1205.0,2.0,1.0,2.0,47.0
Volagerekallahalli,1070.0,2.0,2.0,2.0,33.43
Kodathi,1070.0,2.0,1.0,2.0,52.0
Amruthahalli,1340.0,2.0,1.0,2.0,75.0
Kalena Agrahara,980.0,2.0,2.0,2.0,35.0
8th Phase JP Nagar,1006.0,2.0,0.0,2.0,44.0
Thanisandra,1098.0,2.0,1.0,2.0,71.0
Mico Layout,1200.0,2.0,1.0,2.0,53.5
Sarjapur  Road,1019.0,2.0,1.0,2.0,62.0
Whitefield,1150.0,2.0,2.0,2.0,40.21
Anekal,1733.5,3.0,1.0,3.0,120.0
Yeshwanthpur Industrial Suburb,1415.0,2.0,2.0,2.0,120.0
"Electronic city Phase 1, ",1750.0,3.0,2.0,3.0,58.0
Raja Rajeshwari Nagara,1537.0,3.0,2.0,3.0,81.0
Chennappa Layout,1050.0,2.0,2.0,2.0,45.0
Kanakpura Road,1452.0,3.0,3.0,3.0,55.6
Domlur,1246.0,2.0,1.0,2.0,95.0
Electronic City Phase II,972.0,2.0,1.0,2.0,40.0
Electronic City,630.0,1.0,1.0,1.0,33.7
Shingapura,1255.0,2.0,1.0,3.0,60.0
Doddaballapur,2440.0,3.0,1.0,3.0,142.0
Kanakpura Road,1938.0,3.0,3.0,3.0,92.69
Bannerghatta Road,1711.0,3.0,2.0,3.0,125.0
CV Raman Nagar,1392.0,2.0,1.0,2.0,95.0
Haralur Road,1225.0,2.0,1.0,2.0,77.0
Sarjapur  Road,3418.0,3.0,0.0,4.0,235.0
Green Glen Layout,1750.0,3.0,2.0,3.0,120.0
Subramanyapura,1260.0,2.0,1.0,3.0,80.0
Sarjapur  Road,691.0,1.0,1.0,1.0,31.1
BTM 2nd Stage,2400.0,3.0,2.0,4.0,400.0
Haralur Road,1285.0,2.0,1.0,2.0,78.0
Hebbal,1590.0,3.0,2.0,3.0,96.0
9th Phase JP Nagar,1571.0,3.0,2.0,3.0,65.0
Hebbal Kempapura,2800.0,5.0,1.0,5.0,220.0
Garudachar Palya,1060.0,2.0,1.0,2.0,48.66
Hennur,1255.0,2.0,1.0,2.0,58.0
Lal Bahadur Shastri Nagar,2400.0,2.0,2.0,3.0,185.0
Bannerghatta Road,1520.0,2.0,3.0,3.0,81.0
Kanakpura Road,1530.0,3.0,0.0,3.0,70.99
Gollahalli,1170.0,2.0,1.0,2.0,45.51
OMBR Layout,1580.0,3.0,2.0,3.0,75.0
Ardendale,1777.26,3.0,2.0,3.0,89.0
Raja Rajeshwari Nagar,1303.0,2.0,2.0,2.0,55.78
Kodichikkanahalli,1680.0,2.0,3.0,2.0,59.0
Whitefield,1495.0,2.0,0.0,3.0,70.0
Yelahanka,1835.0,3.0,1.0,3.0,108.0
Banjara Layout,610.0,3.0,1.0,3.0,60.0
Nagawara Junction,1080.0,2.0,2.0,2.0,38.0
Electronic City,1025.0,2.0,1.0,2.0,29.61
Haralur Road,1225.0,2.0,1.0,2.0,67.48
Balagere,656.0,1.0,1.0,1.0,34.77
Sarjapur  Road,994.0,2.0,2.0,2.0,45.0
Thirupalya,1025.0,2.0,1.0,2.0,65.0
Marathahalli,1156.0,2.0,2.0,2.0,52.0
JP Nagar,1250.0,2.0,2.0,2.0,60.0
Kundalahalli,3092.0,4.0,3.0,4.0,230.0
New Thippasandra,1020.0,2.0,1.0,2.0,70.0
Kumaraswami Layout,1310.0,2.0,1.0,3.0,70.0
Jalahalli,612.5,1.0,0.0,1.0,27.565
Kanakpura Road,1322.0,2.0,3.0,2.0,70.0
Kothanur,1160.0,2.0,2.0,2.0,57.0
5th Block Hbr Layout,1100.0,2.0,2.0,2.0,48.0
Lakshminarayana Pura,1720.0,3.0,3.0,3.0,150.0
Hosur Road,1689.0,3.0,2.0,3.0,103.0
Chikkalasandra,1090.0,2.0,1.0,2.0,47.42
KR Puram,2000.0,2.0,0.0,2.0,75.0
Venugopal Reddy Layout,1155.0,2.0,2.0,2.0,69.0
Sarjapur  Road,3913.0,5.0,0.0,4.0,176.0
Hebbal,3520.0,5.0,2.0,3.0,320.0
JP Nagar,1125.0,2.0,2.0,2.0,39.98
Yelahanka,1847.0,3.0,3.0,3.0,92.0
7th Phase JP Nagar,1515.0,2.0,1.0,3.0,76.0
Raja Rajeshwari Nagar,3450.0,7.0,2.0,8.0,225.0
Yelahanka,2500.0,3.0,1.0,5.0,120.0
Sarjapur  Road,1130.0,2.0,2.0,2.0,55.0
Bellandur,1049.0,2.0,1.0,2.0,51.0
Amruthahalli,2650.0,4.0,0.0,3.0,175.0
Varthur Road,850.0,2.0,1.0,2.0,25.4
Badavala Nagar,1842.0,3.0,2.0,3.0,115.0
Govindaraja Nagar Ward,2600.0,5.0,3.0,5.0,370.0
Jakkur,1282.0,2.0,1.0,2.0,72.0
Kalena Agrahara,800.0,2.0,1.0,2.0,40.0
Chandapura,1190.0,2.0,2.0,3.0,30.35
Magadi Road,1318.0,2.0,1.0,3.0,68.0
Kanakpura Road,1698.0,2.0,1.0,2.0,105.0
Jayanagar,2030.0,2.0,1.0,3.0,182.0
Shikaripalya,1555.0,2.0,1.0,3.0,67.0
Sarjapur  Road,1881.0,3.0,2.0,3.0,145.0
frazertown,2900.0,3.0,2.0,3.0,325.0
Yelahanka,1890.0,3.0,2.0,3.0,109.0
Old Madras Road,935.0,2.0,1.0,2.0,32.0
Cox Town,1000.0,2.0,3.0,2.0,58.0
Singasandra,1510.0,3.0,2.0,3.0,75.0
Uttarahalli,1120.0,2.0,1.0,2.0,50.0
Ananth Nagar,930.0,2.0,1.0,2.0,25.99
Electronic City,1160.0,2.0,2.0,3.0,42.0
Raja Rajeshwari Nagar,1419.0,2.0,2.0,2.0,48.1
