location,total_sqft,bath,balcony,bhk,price
Whitefield,1639.0,3.0,2.0,3.0,107.0
Marathahalli,1839.0,3.0,2.0,3.0,130.0
Horamavu Agara,625.0,1.0,1.0,1.0,27.0
Thanisandra,933.0,1.0,1.0,1.0,61.0
Hosur Road,2289.0,3.0,3.0,3.0,180.0
Ramamurthy Nagar,2316.0,3.0,0.0,3.0,125.0
Electronic City,1005.0,2.0,1.0,2.0,39.77
Horamavu Agara,1080.0,2.0,1.0,2.0,38.0
Hormavu,1200.0,2.0,0.0,2.0,73.0
Electronic City,1110.0,2.0,1.0,2.0,39.9
Kothanur,1142.0,2.0,2.0,2.0,56.0
Hormavu,1800.0,3.0,1.0,3.0,204.0
Kothanur,1074.0,2.0,2.0,2.0,54.0
Basavangudi,1230.0,2.0,0.0,2.0,80.0
Electronic City,660.0,1.0,1.0,2.0,23.0
Whitefield,1820.0,3.0,2.0,3.0,113.0
Kasavanhalli,1230.0,2.0,2.0,2.0,66.25
Horamavu Agara,1176.0,2.0,1.0,3.0,37.62
Uttarahalli,1590.0,3.0,2.0,3.0,57.0
Frazer Town,1200.0,2.0,1.0,2.0,78.0
Hosa Road,1161.0,2.0,1.0,2.0,55.15
Kothanur,1285.0,2.0,1.0,2.0,60.0
Electronic City,1644.0,3.0,2.0,3.0,92.59
Kasavanhalli,1819.0,3.0,1.0,3.0,150.0
Basavangudi,2350.0,3.0,3.0,3.0,300.0
Uttarahalli,1050.0,2.0,1.0,2.0,42.0
Raja Rajeshwari Nagar,1270.0,2.0,2.0,2.0,62.0
9th Phase JP Nagar,1240.0,2.0,2.0,3.0,39.89
Jigani,1221.0,3.0,3.0,3.0,70.0
Kanakpura Road,1339.0,2.0,2.0,2.0,63.0
Haralur Road,1315.0,2.0,1.0,2.0,85.0
Raja Rajeshwari Nagar,1250.0,2.0,2.0,2.0,68.0
Bisuvanahalli,850.0,2.0,1.0,2.0,27.0
7th Phase JP Nagar,1600.0,2.0,2.0,3.0,110.0
Electronic City,1250.0,2.0,1.0,2.0,62.0
Kadugodi,3000.0,4.0,0.0,4.0,134.0
Whitefield,1990.0,3.0,3.0,3.0,98.0
Kadugodi,1614.0,2.0,2.0,3.0,59.0
Hennur Road,1590.0,3.0,2.0,3.0,105.0
Kothanur,1075.0,2.0,2.0,2.0,53.0
TC Palaya,900.0,2.0,0.0,2.0,55.0
Raja Rajeshwari Nagar,1260.0,2.0,1.0,3.0,62.0
Thanisandra,1702.0,3.0,2.0,3.0,107.0
Bisuvanahalli,1080.0,2.0,2.0,3.0,65.0
Kasavanhalli,1189.0,2.0,1.0,2.0,45.0
Tumkur Road,1035.0,2.0,1.0,2.0,39.0
Hennur Road,1200.0,2.0,1.0,2.0,36.0
Kanakpura Road,1300.0,3.0,1.0,3.0,69.0
Yelahanka,1330.0,2.0,1.0,2.0,93.65
Chikkalasandra,1350.0,2.0,2.0,3.0,54.2
Varthur,986.0,2.0,1.0,2.0,30.0
Chandapura,1345.0,2.0,2.0,3.0,39.5
Panathur,980.0,2.0,1.0,2.0,57.0
Kudlu Gate,1164.0,2.0,2.0,2.0,75.0
Subramanyapura,929.0,1.0,2.0,2.0,51.0
Kundalahalli,1065.0,2.0,1.0,2.0,70.0
Budigere,1172.0,2.0,0.0,2.0,56.725
Electronic City,1020.0,2.0,1.0,2.0,30.27
Yeshwanthpur,672.0,1.0,1.0,1.0,36.85
Brookefield,1746.0,3.0,3.0,3.0,115.0
Electronic City,1025.0,2.0,1.0,2.0,29.6
Harlur,1532.0,2.0,1.0,2.0,65.0
Thanisandra,1188.0,2.0,1.0,2.0,39.0
Whitefield,3565.0,4.0,0.0,4.0,218.0
Marathahalli,1170.0,2.0,2.0,2.0,85.0
KR Puram,1290.0,2.0,2.0,2.0,69.0
Sarjapur,1200.0,2.0,1.0,2.0,42.6
Electronic City,418.0,1.0,1.0,1.0,12.0
Sarjapur,1333.0,3.0,1.0,3.0,50.0
Sarjapur  Road,1691.0,3.0,2.0,3.0,119.0
Thanisandra,747.0,1.0,0.0,1.0,34.355
Koramangala,1700.0,3.0,3.0,3.0,250.0
Thanisandra,2030.0,4.0,1.0,3.0,125.0
Balagere,1012.0,2.0,1.0,2.0,70.0
Kudlu,1245.0,2.0,1.0,3.0,60.0
7th Phase JP Nagar,1765.0,3.0,2.0,3.0,118.0
Gottigere,1110.0,2.0,2.0,2.0,36.25
Sarjapur,1044.0,2.0,2.0,2.0,36.0
Brookefield,1518.0,3.0,3.0,3.0,80.0
KR Puram,1300.0,2.0,2.0,3.0,57.0
KR Puram,866.28,2.0,0.0,2.0,36.38
Whitefield,3410.0,5.0,3.0,4.0,253.0
Rajaji Nagar,3600.0,5.0,0.0,5.0,510.0
Uttarahalli,1125.0,2.0,1.0,2.0,48.0
Haralur Road,1976.0,3.0,2.0,3.0,92.0
5th Phase JP Nagar,1190.0,2.0,2.0,2.0,61.8
Jakkur,1761.0,3.0,1.0,3.0,84.52
Electronic City,1128.0,2.0,1.0,2.0,64.8
Electronic City,1220.0,2.0,1.0,3.0,35.25
Varthur,1045.0,2.0,1.0,2.0,40.65
Marathahalli,1102.0,2.0,2.0,2.0,53.67
Hebbal Kempapura,1436.0,2.0,2.0,3.0,75.0
Kothanur,1140.0,2.0,2.0,2.0,56.0
Balagere,645.0,1.0,1.0,1.0,55.0
Nagarbhavi,1200.0,3.0,2.0,3.0,225.0
Sarjapur  Road,1335.0,2.0,1.0,2.0,95.0
Hebbal,1255.0,3.0,2.0,3.0,77.68
Thanisandra,1140.0,2.0,1.0,2.0,59.0
Hosakerehalli,2376.0,3.0,1.0,3.0,240.0
Thanisandra,663.0,1.0,1.0,1.0,46.0
Kanakpura Road,1450.0,3.0,3.0,3.0,60.9
Kodichikkanahalli,1400.0,3.0,3.0,3.0,66.0
Electronic City,1220.0,2.0,1.0,3.0,35.23
Malleshwaram,2200.0,3.0,2.0,3.0,275.0
Green Glen Layout,1740.0,3.0,3.0,3.0,80.0
Anekal,680.0,1.0,1.0,2.0,21.0
Bannerghatta Road,1154.0,2.0,2.0,2.0,47.0
Hennur,1155.0,2.0,2.0,2.0,54.5
Sarjapur  Road,1525.0,2.0,3.0,3.0,63.0
Hebbal,2470.0,5.0,2.0,4.0,192.0
Hormavu,1250.0,2.0,2.0,2.0,65.0
Kothanur,1400.0,2.0,1.0,2.0,70.0
Electronic City,1060.0,2.0,1.0,2.0,55.0
Kanakpura Road,1296.0,2.0,2.0,2.0,105.0
Chandapura,1033.0,2.0,2.0,3.0,30.47
Subramanyapura,1880.0,3.0,2.0,3.0,110.0
Hennur Road,2041.0,3.0,3.0,3.0,138.0
Hulimavu,1050.0,2.0,2.0,2.0,125.0
Sarjapur  Road,1680.0,3.0,2.0,3.0,126.0
Thanisandra,1411.0,3.0,2.0,3.0,100.0
Kanakpura Road,900.0,2.0,2.0,2.0,41.0
Thanisandra,1702.0,3.0,2.0,3.0,120.0
Yelahanka,1185.0,2.0,2.0,2.0,45.0
Kanakpura Road,1300.0,3.0,1.0,3.0,64.0
Jigani,1300.0,3.0,3.0,3.0,55.0
JP Nagar,1107.0,2.0,1.0,2.0,57.0
Old Madras Road,1720.0,3.0,2.0,3.0,106.0
Bannerghatta Road,1000.0,2.0,1.0,2.0,44.5
Electronic City,710.0,1.0,1.0,1.0,40.42
Thanisandra,1100.0,2.0,1.0,2.0,38.0
Bannerghatta Road,1250.0,2.0,0.0,2.0,48.0
Kaggadasapura,2400.0,4.0,3.0,5.0,130.0
Hegde Nagar,1584.01,3.0,1.0,3.0,104.0
Kaggadasapura,1485.0,2.0,2.0,3.0,70.0
Hennur Road,1100.0,2.0,1.0,3.0,78.0
8th Phase JP Nagar,1245.0,2.0,1.0,2.0,59.0
Frazer Town,2214.0,3.0,3.0,3.0,350.0
Bannerghatta Road,1640.0,3.0,2.0,3.0,105.0
Kengeri Satellite Town,1110.0,2.0,1.0,2.0,43.0
Haralur Road,1300.0,2.0,2.0,2.0,75.0
Hennur Road,1232.0,2.0,1.0,2.0,69.61
Jalahalli,1704.0,3.0,2.0,3.0,94.36
7th Phase JP Nagar,1275.0,2.0,2.0,3.0,88.0
Sarjapur  Road,1222.0,2.0,1.0,3.0,68.0
Varthur,1155.0,2.0,2.0,2.0,39.0
Electronic City,1000.0,2.0,1.0,2.0,29.95
Yelahanka,1517.0,3.0,2.0,3.0,71.28
Horamavu Agara,1166.0,2.0,1.0,2.0,37.29
Electronic City,870.0,2.0,2.0,2.0,24.0
Yelahanka,3019.0,6.0,0.0,4.0,190.0
Whitefield,1345.0,3.0,1.0,3.0,58.0
Chandapura,971.0,2.0,2.0,3.0,38.0
Hennur,1255.0,2.0,1.0,2.0,52.32
Thanisandra,1185.0,2.0,2.0,2.0,45.0
Budigere,1590.0,3.0,0.0,3.0,76.16
Brookefield,1560.0,3.0,2.0,4.0,149.0
Somasundara Palya,1650.0,3.0,0.0,3.0,126.0
Hennur Road,1748.0,3.0,0.0,3.0,103.0
Channasandra,1200.0,3.0,1.0,3.0,67.77
Kengeri Satellite Town,1170.0,2.0,3.0,2.0,50.0
Sarjapur  Road,3420.0,4.0,2.0,4.0,225.0
Hulimavu,1320.0,2.0,2.0,3.0,65.0
Bhoganhalli,1610.0,3.0,2.0,3.0,84.53
Frazer Town,1870.0,3.0,3.0,3.0,180.0
Sarjapur  Road,1510.0,2.0,1.0,3.0,110.0
Mahadevpura,1500.0,2.0,1.0,3.0,70.0
Indira Nagar,1149.0,2.0,1.0,2.0,130.0
Sarjapur  Road,1242.0,2.0,1.0,2.0,78.0
Ramamurthy Nagar,1101.0,2.0,1.0,2.0,50.0
Sarjapur  Road,984.0,3.0,2.0,3.0,140.0
Hosa Road,1089.0,2.0,1.0,2.0,32.67
Uttarahalli,1345.0,2.0,1.0,3.0,57.0
Thanisandra,3600.0,9.0,3.0,8.0,125.0
Yelahanka New Town,860.0,1.0,2.0,2.0,31.0
Kengeri,3000.0,5.0,0.0,8.0,130.0
Yelahanka,1756.0,3.0,2.0,3.0,66.73
Whitefield,1205.0,2.0,1.0,2.0,41.0
Banashankari,1800.0,3.0,2.0,3.0,125.0
Hormavu,1604.0,3.0,0.0,3.0,68.0
Old Airport Road,2732.0,4.0,3.0,4.0,204.0
Chandapura,1015.0,2.0,2.0,2.0,25.88
Banashankari,1200.0,2.0,2.0,3.0,42.0
Nagarbhavi,1250.0,3.0,0.0,2.0,170.0
Yelahanka,1050.0,2.0,2.0,2.0,33.1
Harlur,1710.0,3.0,2.0,3.0,85.0
Mysore Road,1248.52,3.0,2.0,3.0,115.0
Bannerghatta Road,1656.0,2.0,1.0,3.0,62.93
JP Nagar,1250.0,2.0,2.0,2.0,93.0
KR Puram,1096.0,2.0,1.0,2.0,43.0
Electronic City Phase II,1160.0,2.0,1.0,2.0,33.5
Panathur,1586.0,3.0,1.0,3.0,125.0
Rajaji Nagar,1376.0,2.0,1.0,2.0,124.0
Kanakpura Road,1452.0,3.0,3.0,3.0,56.5
Hosa Road,1538.0,3.0,1.0,3.0,107.0
Hosur Road,1427.0,2.0,1.0,3.0,130.0
Harlur,1197.0,2.0,1.0,2.0,77.0
Varthur,674.0,1.0,1.0,2.0,19.9
Kengeri,410.0,1.0,1.0,1.0,15.0
Thanisandra,1573.0,3.0,1.0,3.0,90.0
Dodda Nekkundi,1135.0,2.0,2.0,2.0,58.0
Yelahanka,1600.0,3.0,3.0,3.0,100.0
Thanisandra,1056.0,2.0,2.0,2.0,70.0
KR Puram,1204.0,2.0,2.0,2.0,58.0
Hennur Road,1460.0,2.0,1.0,2.0,80.3
Dodda Nekkundi,1100.0,2.0,1.0,2.0,41.18
Sarjapur  Road,1665.0,3.0,2.0,3.0,74.93
Uttarahalli,1345.0,2.0,1.0,3.0,57.0
HSR Layout,1145.0,2.0,2.0,2.0,46.0
Jigani,1231.0,3.0,2.0,3.0,58.0
Yelahanka,1664.0,3.0,0.0,3.0,73.95
TC Palaya,2000.0,3.0,1.0,3.0,76.0
Bellandur,1185.0,2.0,1.0,2.0,47.39
Green Glen Layout,1750.0,3.0,2.0,3.0,81.0
Balagere,1007.0,2.0,1.0,2.0,68.0
Rajaji Nagar,1700.0,3.0,2.0,3.0,200.0
Whitefield,1250.0,2.0,2.0,2.0,85.0
Horamavu Agara,994.0,2.0,1.0,2.0,42.28
Ramamurthy Nagar,1150.0,2.0,2.0,2.0,40.0
Thanisandra,1220.0,2.0,2.0,2.0,46.0
Old Madras Road,1157.0,2.0,2.0,2.0,47.32
Thigalarapalya,1400.0,2.0,2.0,2.0,105.0
Talaghattapura,1062.0,2.0,1.0,2.0,42.48
Kanakpura Road,1120.0,2.0,1.0,2.0,51.0
Bannerghatta Road,1012.0,2.0,1.0,2.0,44.0
Kanakpura Road,1430.0,2.0,2.0,2.0,78.0
Channasandra,1195.0,2.0,1.0,3.0,56.0
Old Madras Road,2640.0,5.0,1.0,3.0,150.0
Bisuvanahalli,1075.0,2.0,1.0,3.0,42.0
Hennur Road,1570.0,3.0,0.0,3.0,75.99
7th Phase JP Nagar,1450.0,2.0,1.0,3.0,102.0
Sarjapur  Road,1129.0,2.0,1.0,2.0,69.0
Attibele,1200.0,3.0,0.0,3.0,110.0
Sarjapur  Road,1180.0,2.0,2.0,3.0,45.0
Hennur Road,1933.0,3.0,2.0,3.0,140.0
TC Palaya,1082.0,2.0,2.0,2.0,64.0
Kudlu Gate,3850.0,6.0,0.0,4.0,205.0
CV Raman Nagar,1125.0,2.0,1.0,2.0,46.0
Kengeri Satellite Town,777.4,2.0,0.0,2.0,25.0
Old Airport Road,1798.0,3.0,0.0,3.0,150.0
Whitefield,1115.0,2.0,1.0,2.0,51.91
Kengeri,400.0,1.0,1.0,1.0,25.0
Rajaji Nagar,1200.0,2.0,1.0,2.0,70.0
Bellandur,1200.0,2.0,1.0,2.0,62.0
BTM 2nd Stage,1750.0,3.0,3.0,3.0,172.0
HSR Layout,1009.0,2.0,2.0,2.0,56.0
Jalahalli,1470.0,2.0,3.0,3.0,102.0
Bannerghatta Road,1527.0,3.0,2.0,3.0,115.0
Chandapura,3300.0,4.0,2.0,4.0,135.0
Whitefield,1277.0,2.0,1.0,2.0,77.0
Whitefield,1820.0,3.0,2.0,3.0,140.0
Banashankari,1886.0,3.0,2.0,3.0,205.0
Hennur,1255.0,2.0,2.0,2.0,52.35
Kanakpura Road,700.0,2.0,1.0,2.0,36.0
Somasundara Palya,1140.0,2.0,2.0,2.0,46.0
Electronic City Phase II,1025.0,2.0,1.0,2.0,29.6
Whitefield,3453.0,4.0,2.0,4.0,247.0
Uttarahalli,1490.0,2.0,2.0,3.0,59.6
Sarjapur  Road,1850.0,3.0,2.0,3.0,140.0
Jalahalli,1244.0,2.0,2.0,2.0,88.0
Kengeri Satellite Town,1025.0,2.0,1.0,2.0,28.57
Sarjapur  Road,1034.0,2.0,1.0,2.0,38.0
Kengeri Satellite Town,1191.0,2.0,2.0,3.0,33.34
Kasavanhalli,1719.0,3.0,2.0,3.0,71.0
7th Phase JP Nagar,1035.0,2.0,1.0,2.0,39.33
Hosa Road,1470.0,2.0,2.0,3.0,84.22
Yelahanka,1140.0,2.0,1.0,2.0,50.66
Harlur,1752.12,3.0,2.0,3.0,125.0
Old Madras Road,2990.0,3.0,2.0,3.0,170.0
Bannerghatta Road,1660.0,3.0,2.0,3.0,85.0
Electronic City,1275.0,3.0,3.0,3.0,63.43
Kanakpura Road,2546.0,3.0,0.0,3.0,170.0
Whitefield,1245.0,2.0,1.0,2.0,59.76
Yeshwanthpur,1162.0,2.0,2.0,2.0,64.08
KR Puram,700.0,1.0,1.0,1.0,21.5
Jigani,943.0,2.0,2.0,2.0,48.0
Sarjapur  Road,1113.0,2.0,1.0,2.0,44.5
Varthur,1615.0,3.0,2.0,3.0,69.43
Rajaji Nagar,1357.0,2.0,1.0,2.0,123.0
Hebbal,1645.0,3.0,2.0,3.0,117.0
Bisuvanahalli,845.0,2.0,2.0,2.0,32.0
Varthur,1210.0,2.0,1.0,2.0,64.15
Electronic City Phase II,829.0,2.0,1.0,2.0,22.8
Sarjapur  Road,1879.0,3.0,2.0,3.0,155.0
Hosur Road,1250.0,2.0,2.0,3.0,50.0
Marathahalli,1108.0,2.0,1.0,3.0,60.0
Kanakpura Road,1401.0,3.0,2.0,3.0,69.0
Sarjapur  Road,1157.0,2.0,1.0,3.0,75.0
Green Glen Layout,1751.0,3.0,2.0,3.0,115.0
Bannerghatta Road,1880.0,3.0,2.0,3.0,96.5
Whitefield,1322.5,3.0,0.0,3.0,40.985
Channasandra,1175.0,2.0,2.0,2.0,38.0
Jalahalli,1407.0,2.0,1.0,2.0,98.49
Electronic City,1518.0,3.0,3.0,3.0,75.0
Tumkur Road,1027.0,2.0,1.0,2.0,67.0
HSR Layout,1145.0,2.0,2.0,2.0,46.0
Rajaji Nagar,1260.0,2.0,2.0,2.0,113.0
Begur Road,1500.0,2.0,3.0,3.0,47.25
Varthur,1737.0,2.0,1.0,3.0,57.32
Hennur,3517.0,4.0,0.0,4.0,161.5
Hegde Nagar,1500.0,3.0,2.0,3.0,135.0
Hennur Road,1030.0,2.0,1.0,2.0,46.5
Old Airport Road,2774.0,4.0,3.0,4.0,208.0
Thanisandra,1460.0,2.0,2.0,2.0,38.5
Hormavu,1075.0,2.0,1.0,2.0,53.7
Mysore Road,1080.0,2.0,1.0,3.0,60.0
Whitefield,1074.0,2.0,1.0,2.0,42.8
Whitefield,1200.0,2.0,1.0,2.0,46.13
Sarjapur  Road,2425.0,5.0,1.0,4.0,175.0
Sarjapur  Road,1323.0,2.0,2.0,2.0,74.0
Hennur Road,1232.0,2.0,1.0,2.0,69.61
Kalena Agrahara,900.0,2.0,1.0,2.0,40.0
Hebbal,1920.0,3.0,2.0,3.0,134.0
Bannerghatta Road,1550.0,3.0,2.0,3.0,96.0
Rajaji Nagar,2300.0,4.0,1.0,3.0,240.0
R.T. Nagar,3600.0,8.0,2.0,9.0,165.0
Hennur,1340.0,2.0,2.0,3.0,54.27
Thanisandra,1719.0,3.0,2.0,3.0,135.0
Horamavu Agara,1107.83,2.0,1.0,2.0,41.51
Whitefield,1200.0,2.0,1.0,2.0,45.84
Electronic City,1090.0,2.0,1.0,1.0,31.48
Jakkur,1660.0,3.0,2.0,3.0,104.0
Thanisandra,1595.0,3.0,2.0,3.0,96.0
Kaggadasapura,1175.0,2.0,2.0,2.0,50.0
Old Airport Road,1184.0,2.0,1.0,2.0,78.0
Yelahanka,1200.0,2.0,2.0,2.0,60.0
Rajaji Nagar,2400.0,5.0,1.0,5.0,408.0
Uttarahalli,1000.0,2.0,0.0,2.0,52.0
Yelahanka,1705.0,3.0,2.0,3.0,85.0
Tumkur Road,1060.0,2.0,2.0,3.0,58.3
Varthur,1402.0,2.0,2.0,2.0,95.0
Whitefield,2280.0,4.0,2.0,3.0,125.0
5th Phase JP Nagar,1080.0,2.0,1.0,2.0,53.0
Begur Road,1100.0,2.0,2.0,2.0,42.6
Sarjapur  Road,2500.0,4.0,3.0,4.0,225.0
Bannerghatta Road,1200.0,2.0,2.0,2.0,78.0
Begur Road,1565.0,2.0,2.0,3.0,57.91
Kothanur,1581.0,3.0,3.0,3.0,76.0
Whitefield,2882.0,5.0,1.0,4.0,200.0
Sarjapur,950.0,2.0,2.0,2.0,35.0
Electronic City,1140.0,2.0,1.0,2.0,32.92
Sarjapur,3009.0,3.0,2.0,3.0,330.0
Chandapura,800.0,1.0,2.0,2.0,30.0
Kanakpura Road,1220.0,2.0,2.0,2.0,60.0
Sarjapur  Road,2289.0,3.0,2.0,3.0,178.0
Whitefield,1170.0,2.0,1.0,2.0,56.0
Thanisandra,1698.0,3.0,2.0,3.0,125.0
Electronic City Phase II,2187.5,4.0,0.0,4.0,105.0
Ambalipura,1060.0,2.0,1.0,2.0,58.5
Somasundara Palya,1185.0,2.0,2.0,2.0,75.0
Vittasandra,1404.0,2.0,1.0,2.0,72.0
Electronic City Phase II,1252.0,2.0,1.0,2.0,67.0
Bannerghatta Road,1885.0,3.0,1.0,3.0,125.0
Hormavu,980.0,2.0,2.0,2.0,42.0
Rajaji Nagar,2500.0,3.0,3.0,3.0,340.0
Banashankari,1420.0,3.0,1.0,3.0,66.0
Kaggadasapura,3000.0,4.0,0.0,4.0,130.0
Bhoganhalli,970.0,2.0,1.0,2.0,52.5
Electronic City,1125.0,2.0,1.0,2.0,32.49
Whitefield,1639.5,3.0,0.0,3.0,92.63
Ramagondanahalli,1635.0,3.0,1.0,3.0,57.0
Harlur,3425.0,3.0,1.0,3.0,320.0
Hennur Road,2950.0,4.0,3.0,4.0,253.0
Jalahalli,1200.0,2.0,1.0,1.0,66.0
Yeshwanthpur,1166.0,2.0,1.0,2.0,64.08
Rajaji Nagar,2390.0,3.0,1.0,3.0,372.0
Thanisandra,1732.0,3.0,1.0,3.0,85.73
Whitefield,1390.0,2.0,1.0,2.0,72.0
Kengeri,416.0,1.0,1.0,1.0,17.19
Yelahanka,1350.0,2.0,3.0,3.0,85.0
Bannerghatta Road,1453.0,2.0,2.0,3.0,73.0
Thanisandra,1226.0,2.0,1.0,2.0,65.0
Hegde Nagar,1168.0,2.0,1.0,3.0,68.0
Whitefield,1634.0,3.0,2.0,3.0,68.0
Hormavu,860.0,2.0,0.0,2.0,56.0
Whitefield,1190.0,2.0,1.0,2.0,70.0
JP Nagar,1133.0,2.0,1.0,2.0,33.99
Kodichikkanahalli,976.0,2.0,1.0,2.0,50.0
Yelahanka,1590.0,2.0,2.0,3.0,54.0
Yelahanka,1633.0,3.0,2.0,3.0,110.0
Ramagondanahalli,1151.0,2.0,2.0,2.0,46.0
Uttarahalli,1037.0,2.0,1.0,2.0,36.0
Thanisandra,1188.0,2.0,1.0,2.0,36.0
Thigalarapalya,2215.0,4.0,2.0,3.0,162.0
Hennur,1255.0,2.0,2.0,2.0,54.5
Hormavu,1075.0,2.0,1.0,2.0,53.7
Harlur,2569.0,5.0,3.0,4.0,180.0
Kudlu Gate,1183.0,2.0,1.0,2.0,79.54
HSR Layout,1100.0,2.0,2.0,2.0,44.0
Jakkur,1291.0,2.0,1.0,2.0,75.0
Hennur,1150.0,3.0,2.0,3.0,80.0
Electronic City,1060.0,2.0,1.0,2.0,55.0
7th Phase JP Nagar,1575.0,2.0,2.0,3.0,110.0
Mahadevpura,1236.0,2.0,1.0,2.0,58.0
Ramamurthy Nagar,1350.0,2.0,2.0,3.0,39.0
Malleshwaram,2475.0,4.0,3.0,3.0,326.0
Electronic City,1200.0,2.0,1.0,2.0,34.66
Harlur,1225.0,2.0,2.0,2.0,56.0
Thanisandra,1056.0,2.0,1.0,2.0,75.0
9th Phase JP Nagar,1240.0,2.0,2.0,3.0,42.85
Banashankari,1200.0,3.0,2.0,3.0,74.52
Kudlu Gate,1850.0,3.0,2.0,3.0,110.0
Chandapura,1185.0,2.0,2.0,3.0,30.22
Jigani,918.0,2.0,2.0,2.0,56.0
Lakshminarayana Pura,1200.0,2.0,2.0,2.0,80.0
Sarjapur,2585.5,4.0,0.0,4.0,115.0
CV Raman Nagar,1400.0,2.0,2.0,3.0,78.0
Hosur Road,1345.0,2.0,2.0,2.0,106.0
8th Phase JP Nagar,1510.0,2.0,3.0,2.0,80.0
Malleshwaram,302.0,2.0,1.0,2.0,25.0
Kanakpura Road,525.0,1.0,0.0,1.0,27.0
Yelahanka,827.5,1.0,0.0,1.0,42.535
Vidyaranyapura,1100.0,2.0,2.0,3.0,72.0
Kanakpura Road,1100.0,3.0,2.0,3.0,53.0
Hormavu,2282.0,4.0,0.0,4.0,115.0
Sarjapur,2172.0,3.0,0.0,3.0,100.0
8th Phase JP Nagar,3300.0,3.0,2.0,3.0,165.0
Uttarahalli,1245.0,2.0,2.0,3.0,43.58
Kadugodi,1088.0,2.0,2.0,2.0,44.0
Sahakara Nagar,1200.0,2.0,0.0,2.0,46.0
TC Palaya,1995.0,3.0,1.0,3.0,100.0
Haralur Road,1309.0,2.0,1.0,2.0,82.0
7th Phase JP Nagar,2100.0,3.0,2.0,3.0,200.0
Hebbal,3520.0,5.0,2.0,3.0,240.0
5th Phase JP Nagar,1041.0,2.0,2.0,2.0,54.0
Sarjapur  Road,1505.0,2.0,2.0,3.0,60.0
Bellandur,1767.0,3.0,2.0,3.0,89.0
Kengeri,1320.0,2.0,1.0,2.0,50.0
Thanisandra,1245.0,2.0,1.0,2.0,83.05
Haralur Road,1027.0,1.0,2.0,2.0,44.0
Kanakpura Road,1100.0,3.0,2.0,3.0,58.0
Ramagondanahalli,1610.0,2.0,1.0,3.0,112.0
Kasavanhalli,1600.0,3.0,3.0,3.0,79.0
Haralur Road,1243.0,2.0,2.0,2.0,46.0
Kanakpura Road,1452.0,3.0,3.0,3.0,60.98
Electronic City,1353.0,2.0,3.0,2.0,75.0
Electronics City Phase 1,1750.0,3.0,2.0,3.0,58.0
Sahakara Nagar,1270.0,2.0,1.0,2.0,96.0
Thanisandra,2695.0,4.0,3.0,4.0,188.0
Electronic City,660.0,1.0,0.0,2.0,18.0
BTM 2nd Stage,1400.0,2.0,3.0,2.0,90.0
Kanakpura Road,1700.0,3.0,2.0,3.0,75.0
Kasavanhalli,1585.0,2.0,2.0,2.0,90.0
Kothanur,1385.0,3.0,3.0,3.0,67.0
Electronic City,1128.0,2.0,1.0,2.0,67.0
HSR Layout,1203.0,2.0,2.0,2.0,60.0
Hennur Road,1450.0,3.0,2.0,3.0,79.0
Varthur,1105.0,2.0,3.0,2.0,38.0
Channasandra,1200.0,2.0,1.0,2.0,46.13
Jalahalli,1530.0,2.0,3.0,3.0,89.0
Whitefield,1105.0,2.0,1.0,2.0,35.4
Haralur Road,1243.0,2.0,2.0,2.0,46.0
Old Madras Road,1530.0,3.0,2.0,3.0,76.34
Whitefield,1270.0,2.0,1.0,2.0,94.0
Bellandur,1830.0,3.0,3.0,3.0,89.0
Chandapura,900.0,2.0,3.0,2.0,35.0
Attibele,2400.0,2.0,2.0,4.0,250.0
Bannerghatta Road,1450.0,2.0,2.0,3.0,78.0
Begur Road,1200.0,2.0,2.0,2.0,44.4
Bommanahalli,1355.0,2.0,0.0,2.0,73.17
R.T. Nagar,2400.0,3.0,0.0,3.0,348.0
Koramangala,1355.0,2.0,2.0,2.0,95.0
Electronic City,1070.0,2.0,1.0,2.0,57.0
Bommasandra,842.0,2.0,2.0,2.0,30.0
Bannerghatta Road,700.0,1.0,1.0,1.0,31.2
Raja Rajeshwari Nagar,1196.0,2.0,2.0,2.0,40.54
Budigere,1820.0,3.0,2.0,3.0,85.0
Thanisandra,1185.0,2.0,2.0,2.0,43.5
Varthur,2145.0,3.0,2.0,3.0,170.0
Whitefield,1220.0,2.0,1.0,2.0,89.0
Whitefield,1116.0,2.0,3.0,2.0,51.91
Marathahalli,1449.0,3.0,2.0,3.0,110.0
Electronic City,1700.0,3.0,2.0,3.0,90.0
Hebbal,1920.0,3.0,2.0,3.0,150.0
Hoodi,1447.0,3.0,2.0,2.0,76.0
Kanakpura Road,1329.0,2.0,1.0,2.0,107.0
Sarjapur  Road,1314.0,2.0,2.0,3.0,70.44
Basavangudi,1214.0,3.0,0.0,6.0,220.0
Hosa Road,1513.0,3.0,1.0,3.0,103.0
Vittasandra,1246.0,2.0,1.0,2.0,67.5
Kasavanhalli,1245.0,2.0,2.0,2.0,80.0
Yelahanka New Town,1000.0,2.0,1.0,2.0,44.0
Chandapura,975.0,2.0,1.0,2.0,24.86
Thanisandra,1261.0,2.0,1.0,3.0,80.0
Electronics City Phase 1,1080.0,2.0,2.0,2.0,46.0
Bommasandra,1260.0,3.0,1.0,3.0,49.36
HSR Layout,1590.0,2.0,2.0,3.0,135.0
Horamavu Agara,1220.0,2.0,2.0,2.0,39.0
Electronic City Phase II,1320.0,2.0,1.0,3.0,38.12
