location,total_sqft,bath,balcony,bhk,price,price_per_square_foot
Hoodi,1225.0,2.0,1.0,2.0,45.0,0.036734693877551024
TC Palaya,900.0,2.0,0.0,2.0,55.0,0.06111111111111111
Bellandur,3596.0,4.0,2.0,4.0,359.0,0.09983314794215796
Electronic City Phase II,1800.0,3.0,3.0,3.0,92.0,0.051111111111111114
Kanakpura Road,1167.0,2.0,1.0,2.0,63.0,0.05398457583547558
Sarjapur,1150.0,2.0,1.0,2.0,41.0,0.035652173913043476
Sarjapur  Road,675.0,1.0,1.0,1.0,27.0,0.04
Yelahanka New Town,1100.0,2.0,1.0,2.0,58.0,0.05272727272727273
Uttarahalli,1330.0,2.0,1.0,3.0,58.0,0.04360902255639098
Koramangala,1320.0,2.0,1.0,2.0,160.0,0.12121212121212122
Banashankari,1770.0,3.0,3.0,3.0,108.0,0.061016949152542375
Ramamurthy Nagar,2916.0,5.0,1.0,4.0,230.0,0.07887517146776406
Kanakpura Road,1419.59,2.0,1.0,3.0,65.0,0.045787868328179264
Horamavu Agara,750.0,2.0,1.0,2.0,37.49,0.04998666666666667
Koramangala,1710.0,3.0,2.0,3.0,210.0,0.12280701754385964
JP Nagar,2400.0,3.0,3.0,3.0,196.0,0.08166666666666667
Sarjapur  Road,1773.5,3.0,0.0,3.0,102.92,0.05803213983648153
Electronic City,1342.0,2.0,1.0,2.0,72.0,0.05365126676602087
Kanakapura,938.0,1.0,1.0,1.0,50.0,0.053304904051172705
Budigere,1820.0,3.0,2.0,3.0,99.0,0.0543956043956044
Bhoganhalli,2439.0,4.0,3.0,4.0,170.0,0.06970069700697007
Kanakpura Road,1665.0,3.0,2.0,3.0,78.0,0.04684684684684685
Basavangudi,1850.0,3.0,2.0,3.0,150.0,0.08108108108108109
Bommanahalli,1091.0,2.0,1.0,2.0,40.0,0.03666361136571952
Sarjapur  Road,1346.0,2.0,1.0,2.0,74.03,0.055
Rajaji Nagar,1720.0,3.0,2.0,3.0,224.0,0.13023255813953488
Brookefield,3675.0,4.0,3.0,4.0,176.0,0.04789115646258504
JP Nagar,1060.0,2.0,2.0,2.0,33.95,0.032028301886792454
Whitefield,1059.0,2.0,1.0,2.0,57.0,0.053824362606232294
Hebbal,1299.0,2.0,1.0,2.0,97.0,0.07467282525019246
Yelahanka,1491.0,3.0,2.0,3.0,85.0,0.05700871898054997
Yelahanka,2088.0,5.0,0.0,4.0,110.0,0.05268199233716475
Hulimavu,581.0,1.0,1.0,1.0,29.0,0.04991394148020654
Electronic City,1275.0,3.0,1.0,3.0,70.0,0.054901960784313725
Kothanur,1095.0,2.0,2.0,2.0,55.0,0.0502283105022831
Old Madras Road,1330.0,2.0,2.0,2.0,74.0,0.055639097744360905
Marathahalli,1135.0,2.0,2.0,2.0,60.0,0.05286343612334802
Whitefield,516.0,1.0,1.0,1.0,39.0,0.0755813953488372
Electronic City,770.0,1.0,1.0,2.0,38.0,0.04935064935064935
Sarjapur  Road,3930.0,5.0,2.0,4.0,330.0,0.08396946564885496
Chikkalasandra,1355.0,3.0,2.0,3.0,54.2,0.04
Harlur,2569.0,4.0,1.0,4.0,175.0,0.0681198910081744
Hebbal,3758.0,4.0,2.0,4.0,450.0,0.11974454497072912
Whitefield,1116.0,2.0,3.0,2.0,51.91,0.046514336917562724
Bhoganhalli,1707.0,3.0,2.0,3.0,115.0,0.06736965436438196
Tumkur Road,1240.0,2.0,1.0,3.0,83.0,0.06693548387096775
JP Nagar,1300.0,2.0,1.0,2.0,91.65,0.07050000000000001
Ambalipura,1700.0,2.0,2.0,2.0,76.0,0.04470588235294118
Yeshwanthpur,1383.0,2.0,2.0,3.0,76.18,0.05508315256688359
Electronic City,1200.0,2.0,1.0,2.0,34.65,0.028874999999999998
Hulimavu,935.0,2.0,3.0,2.0,45.0,0.0481283422459893
Thigalarapalya,2072.0,4.0,2.0,3.0,151.0,0.07287644787644787
Jalahalli,615.0,1.0,1.0,1.0,46.0,0.07479674796747968
KR Puram,1116.0,2.0,1.0,2.0,45.0,0.04032258064516129
Whitefield,1639.0,3.0,2.0,3.0,107.0,0.0652837095790116
Marathahalli,1839.0,3.0,2.0,3.0,130.0,0.07069059271343121
Horamavu Agara,625.0,1.0,1.0,1.0,27.0,0.0432
Thanisandra,933.0,1.0,1.0,1.0,61.0,0.06538049303322616
Hosur Road,2289.0,3.0,3.0,3.0,180.0,0.07863695937090433
Ramamurthy Nagar,2316.0,3.0,0.0,3.0,125.0,0.05397236614853195
Electronic City,1005.0,2.0,1.0,2.0,39.77,0.03957213930348259
Horamavu Agara,1080.0,2.0,1.0,2.0,38.0,0.03518518518518519
Hormavu,1200.0,2.0,0.0,2.0,73.0,0.060833333333333336
Electronic City,1110.0,2.0,1.0,2.0,39.9,0.03594594594594595
Kothanur,1142.0,2.0,2.0,2.0,56.0,0.04903677758318739
Hormavu,1800.0,3.0,1.0,3.0,204.0,0.11333333333333333
Kothanur,1074.0,2.0,2.0,2.0,54.0,0.05027932960893855
Basavangudi,1230.0,2.0,0.0,2.0,80.0,0.06504065040650407
Electronic City,660.0,1.0,1.0,2.0,23.0,0.03484848484848485
Whitefield,1820.0,3.0,2.0,3.0,113.0,0.06208791208791209
Kasavanhalli,1230.0,2.0,2.0,2.0,66.25,0.05386178861788618
Horamavu Agara,1176.0,2.0,1.0,3.0,37.62,0.03198979591836734
Uttarahalli,1590.0,3.0,2.0,3.0,57.0,0.035849056603773584
Frazer Town,1200.0,2.0,1.0,2.0,78.0,0.065
Hosa Road,1161.0,2.0,1.0,2.0,55.15,0.047502153316106806
Kothanur,1285.0,2.0,1.0,2.0,60.0,0.04669260700389105
Electronic City,1644.0,3.0,2.0,3.0,92.59,0.05631995133819952
Kasavanhalli,1819.0,3.0,1.0,3.0,150.0,0.08246289169873557
Basavangudi,2350.0,3.0,3.0,3.0,300.0,0.1276595744680851
Uttarahalli,1050.0,2.0,1.0,2.0,42.0,0.04
Raja Rajeshwari Nagar,1270.0,2.0,2.0,2.0,62.0,0.048818897637795275
9th Phase JP Nagar,1240.0,2.0,2.0,3.0,39.89,0.032169354838709675
Jigani,1221.0,3.0,3.0,3.0,70.0,0.05733005733005733
Kanakpura Road,1339.0,2.0,2.0,2.0,63.0,0.04705003734129948
Haralur Road,1315.0,2.0,1.0,2.0,85.0,0.06463878326996197
Raja Rajeshwari Nagar,1250.0,2.0,2.0,2.0,68.0,0.0544
Bisuvanahalli,850.0,2.0,1.0,2.0,27.0,0.03176470588235294
7th Phase JP Nagar,1600.0,2.0,2.0,3.0,110.0,0.06875
Electronic City,1250.0,2.0,1.0,2.0,62.0,0.0496
Kadugodi,3000.0,4.0,0.0,4.0,134.0,0.04466666666666667
Whitefield,1990.0,3.0,3.0,3.0,98.0,0.04924623115577889
Kadugodi,1614.0,2.0,2.0,3.0,59.0,0.036555142503097895
Hennur Road,1590.0,3.0,2.0,3.0,105.0,0.0660377358490566
Kothanur,1075.0,2.0,2.0,2.0,53.0,0.04930232558139535
TC Palaya,900.0,2.0,0.0,2.0,55.0,0.06111111111111111
Raja Rajeshwari Nagar,1260.0,2.0,1.0,3.0,62.0,0.049206349206349205
Thanisandra,1702.0,3.0,2.0,3.0,107.0,0.06286721504112809
Bisuvanahalli,1080.0,2.0,2.0,3.0,65.0,0.06018518518518518
Kasavanhalli,1189.0,2.0,1.0,2.0,45.0,0.03784693019343986
Tumkur Road,1035.0,2.0,1.0,2.0,39.0,0.03768115942028986
Hennur Road,1200.0,2.0,1.0,2.0,36.0,0.03
Kanakpura Road,1300.0,3.0,1.0,3.0,69.0,0.05307692307692308
Yelahanka,1330.0,2.0,1.0,2.0,93.65,0.07041353383458647
Chikkalasandra,1350.0,2.0,2.0,3.0,54.2,0.04014814814814815
Varthur,986.0,2.0,1.0,2.0,30.0,0.030425963488843813
Chandapura,1345.0,2.0,2.0,3.0,39.5,0.029368029739776952
Panathur,980.0,2.0,1.0,2.0,57.0,0.058163265306122446
Kudlu Gate,1164.0,2.0,2.0,2.0,75.0,0.06443298969072164
Subramanyapura,929.0,1.0,2.0,2.0,51.0,0.05489773950484392
Kundalahalli,1065.0,2.0,1.0,2.0,70.0,0.06572769953051644
Budigere,1172.0,2.0,0.0,2.0,56.725,0.048400170648464164
Electronic City,1020.0,2.0,1.0,2.0,30.27,0.029676470588235294
Yeshwanthpur,672.0,1.0,1.0,1.0,36.85,0.05483630952380952
Brookefield,1746.0,3.0,3.0,3.0,115.0,0.06586483390607102
Electronic City,1025.0,2.0,1.0,2.0,29.6,0.028878048780487806
Harlur,1532.0,2.0,1.0,2.0,65.0,0.04242819843342036
Thanisandra,1188.0,2.0,1.0,2.0,39.0,0.03282828282828283
Whitefield,3565.0,4.0,0.0,4.0,218.0,0.06115007012622721
Marathahalli,1170.0,2.0,2.0,2.0,85.0,0.07264957264957266
KR Puram,1290.0,2.0,2.0,2.0,69.0,0.053488372093023255
Sarjapur,1200.0,2.0,1.0,2.0,42.6,0.035500000000000004
Electronic City,418.0,1.0,1.0,1.0,12.0,0.028708133971291867
Sarjapur,1333.0,3.0,1.0,3.0,50.0,0.037509377344336084
Sarjapur  Road,1691.0,3.0,2.0,3.0,119.0,0.0703725606150207
Thanisandra,747.0,1.0,0.0,1.0,34.355,0.045990629183400265
Koramangala,1700.0,3.0,3.0,3.0,250.0,0.14705882352941177
Thanisandra,2030.0,4.0,1.0,3.0,125.0,0.06157635467980296
Balagere,1012.0,2.0,1.0,2.0,70.0,0.0691699604743083
Kudlu,1245.0,2.0,1.0,3.0,60.0,0.04819277108433735
7th Phase JP Nagar,1765.0,3.0,2.0,3.0,118.0,0.06685552407932012
Gottigere,1110.0,2.0,2.0,2.0,36.25,0.03265765765765766
Sarjapur,1044.0,2.0,2.0,2.0,36.0,0.034482758620689655
Brookefield,1518.0,3.0,3.0,3.0,80.0,0.052700922266139656
KR Puram,1300.0,2.0,2.0,3.0,57.0,0.04384615384615385
KR Puram,866.28,2.0,0.0,2.0,36.38,0.04199565960197627
Whitefield,3410.0,5.0,3.0,4.0,253.0,0.07419354838709677
Rajaji Nagar,3600.0,5.0,0.0,5.0,510.0,0.14166666666666666
Uttarahalli,1125.0,2.0,1.0,2.0,48.0,0.042666666666666665
Haralur Road,1976.0,3.0,2.0,3.0,92.0,0.0465587044534413
5th Phase JP Nagar,1190.0,2.0,2.0,2.0,61.8,0.05193277310924369
Jakkur,1761.0,3.0,1.0,3.0,84.52,0.04799545712663259
Electronic City,1128.0,2.0,1.0,2.0,64.8,0.0574468085106383
Electronic City,1220.0,2.0,1.0,3.0,35.25,0.02889344262295082
Varthur,1045.0,2.0,1.0,2.0,40.65,0.038899521531100476
Marathahalli,1102.0,2.0,2.0,2.0,53.67,0.04870235934664247
Hebbal Kempapura,1436.0,2.0,2.0,3.0,75.0,0.05222841225626741
Kothanur,1140.0,2.0,2.0,2.0,56.0,0.04912280701754386
Balagere,645.0,1.0,1.0,1.0,55.0,0.08527131782945736
Nagarbhavi,1200.0,3.0,2.0,3.0,225.0,0.1875
Sarjapur  Road,1335.0,2.0,1.0,2.0,95.0,0.07116104868913857
Hebbal,1255.0,3.0,2.0,3.0,77.68,0.061896414342629484
Thanisandra,1140.0,2.0,1.0,2.0,59.0,0.05175438596491228
Hosakerehalli,2376.0,3.0,1.0,3.0,240.0,0.10101010101010101
Thanisandra,663.0,1.0,1.0,1.0,46.0,0.0693815987933635
Kanakpura Road,1450.0,3.0,3.0,3.0,60.9,0.041999999999999996
Kodichikkanahalli,1400.0,3.0,3.0,3.0,66.0,0.047142857142857146
Electronic City,1220.0,2.0,1.0,3.0,35.23,0.028877049180327866
Malleshwaram,2200.0,3.0,2.0,3.0,275.0,0.125
Green Glen Layout,1740.0,3.0,3.0,3.0,80.0,0.04597701149425287
Anekal,680.0,1.0,1.0,2.0,21.0,0.030882352941176472
Bannerghatta Road,1154.0,2.0,2.0,2.0,47.0,0.04072790294627383
Hennur,1155.0,2.0,2.0,2.0,54.5,0.047186147186147186
Sarjapur  Road,1525.0,2.0,3.0,3.0,63.0,0.04131147540983607
Hebbal,2470.0,5.0,2.0,4.0,192.0,0.07773279352226721
Hormavu,1250.0,2.0,2.0,2.0,65.0,0.052
Kothanur,1400.0,2.0,1.0,2.0,70.0,0.05
Electronic City,1060.0,2.0,1.0,2.0,55.0,0.05188679245283019
Kanakpura Road,1296.0,2.0,2.0,2.0,105.0,0.08101851851851852
Chandapura,1033.0,2.0,2.0,3.0,30.47,0.029496611810261374
Subramanyapura,1880.0,3.0,2.0,3.0,110.0,0.05851063829787234
Hennur Road,2041.0,3.0,3.0,3.0,138.0,0.06761391474767271
Hulimavu,1050.0,2.0,2.0,2.0,125.0,0.11904761904761904
Sarjapur  Road,1680.0,3.0,2.0,3.0,126.0,0.075
Thanisandra,1411.0,3.0,2.0,3.0,100.0,0.07087172218284904
Kanakpura Road,900.0,2.0,2.0,2.0,41.0,0.04555555555555556
Thanisandra,1702.0,3.0,2.0,3.0,120.0,0.07050528789659224
Yelahanka,1185.0,2.0,2.0,2.0,45.0,0.0379746835443038
Kanakpura Road,1300.0,3.0,1.0,3.0,64.0,0.04923076923076923
Jigani,1300.0,3.0,3.0,3.0,55.0,0.04230769230769231
JP Nagar,1107.0,2.0,1.0,2.0,57.0,0.051490514905149054
Old Madras Road,1720.0,3.0,2.0,3.0,106.0,0.06162790697674419
Bannerghatta Road,1000.0,2.0,1.0,2.0,44.5,0.0445
Electronic City,710.0,1.0,1.0,1.0,40.42,0.05692957746478874
Thanisandra,1100.0,2.0,1.0,2.0,38.0,0.034545454545454546
Bannerghatta Road,1250.0,2.0,0.0,2.0,48.0,0.0384
Kaggadasapura,2400.0,4.0,3.0,5.0,130.0,0.05416666666666667
Hegde Nagar,1584.01,3.0,1.0,3.0,104.0,0.06565615116066187
Kaggadasapura,1485.0,2.0,2.0,3.0,70.0,0.04713804713804714
Hennur Road,1100.0,2.0,1.0,3.0,78.0,0.07090909090909091
8th Phase JP Nagar,1245.0,2.0,1.0,2.0,59.0,0.04738955823293173
Frazer Town,2214.0,3.0,3.0,3.0,350.0,0.15808491418247517
Bannerghatta Road,1640.0,3.0,2.0,3.0,105.0,0.06402439024390244
Kengeri Satellite Town,1110.0,2.0,1.0,2.0,43.0,0.03873873873873874
Haralur Road,1300.0,2.0,2.0,2.0,75.0,0.057692307692307696
Hennur Road,1232.0,2.0,1.0,2.0,69.61,0.05650162337662338
Jalahalli,1704.0,3.0,2.0,3.0,94.36,0.05537558685446009
7th Phase JP Nagar,1275.0,2.0,2.0,3.0,88.0,0.06901960784313725
Sarjapur  Road,1222.0,2.0,1.0,3.0,68.0,0.05564648117839607
Varthur,1155.0,2.0,2.0,2.0,39.0,0.033766233766233764
Electronic City,1000.0,2.0,1.0,2.0,29.95,0.02995
Yelahanka,1517.0,3.0,2.0,3.0,71.28,0.04698747528015821
Horamavu Agara,1166.0,2.0,1.0,2.0,37.29,0.0319811320754717
Electronic City,870.0,2.0,2.0,2.0,24.0,0.027586206896551724
Yelahanka,3019.0,6.0,0.0,4.0,190.0,0.06293474660483604
Whitefield,1345.0,3.0,1.0,3.0,58.0,0.04312267657992565
Chandapura,971.0,2.0,2.0,3.0,38.0,0.03913491246138002
Hennur,1255.0,2.0,1.0,2.0,52.32,0.04168924302788845
Thanisandra,1185.0,2.0,2.0,2.0,45.0,0.0379746835443038
Budigere,1590.0,3.0,0.0,3.0,76.16,0.047899371069182385
Brookefield,1560.0,3.0,2.0,4.0,149.0,0.0955128205128205
Somasundara Palya,1650.0,3.0,0.0,3.0,126.0,0.07636363636363637
Hennur Road,1748.0,3.0,0.0,3.0,103.0,0.05892448512585812
Channasandra,1200.0,3.0,1.0,3.0,67.77,0.056475
Kengeri Satellite Town,1170.0,2.0,3.0,2.0,50.0,0.042735042735042736
Sarjapur  Road,3420.0,4.0,2.0,4.0,225.0,0.06578947368421052
Hulimavu,1320.0,2.0,2.0,3.0,65.0,0.04924242424242424
Bhoganhalli,1610.0,3.0,2.0,3.0,84.53,0.05250310559006211
Frazer Town,1870.0,3.0,3.0,3.0,180.0,0.0962566844919786
Sarjapur  Road,1510.0,2.0,1.0,3.0,110.0,0.0728476821192053
Mahadevpura,1500.0,2.0,1.0,3.0,70.0,0.04666666666666667
Indira Nagar,1149.0,2.0,1.0,2.0,130.0,0.11314186248912098
Sarjapur  Road,1242.0,2.0,1.0,2.0,78.0,0.06280193236714976
Ramamurthy Nagar,1101.0,2.0,1.0,2.0,50.0,0.045413260672116255
Sarjapur  Road,984.0,3.0,2.0,3.0,140.0,0.14227642276422764
Hosa Road,1089.0,2.0,1.0,2.0,32.67,0.030000000000000002
Uttarahalli,1345.0,2.0,1.0,3.0,57.0,0.04237918215613383
Thanisandra,3600.0,9.0,3.0,8.0,125.0,0.034722222222222224
Yelahanka New Town,860.0,1.0,2.0,2.0,31.0,0.03604651162790698
Kengeri,3000.0,5.0,0.0,8.0,130.0,0.043333333333333335
Yelahanka,1756.0,3.0,2.0,3.0,66.73,0.03800113895216401
Whitefield,1205.0,2.0,1.0,2.0,41.0,0.03402489626556016
Banashankari,1800.0,3.0,2.0,3.0,125.0,0.06944444444444445
Hormavu,1604.0,3.0,0.0,3.0,68.0,0.04239401496259352
Old Airport Road,2732.0,4.0,3.0,4.0,204.0,0.0746705710102489
Chandapura,1015.0,2.0,2.0,2.0,25.88,0.025497536945812808
Banashankari,1200.0,2.0,2.0,3.0,42.0,0.035
Nagarbhavi,1250.0,3.0,0.0,2.0,170.0,0.136
Yelahanka,1050.0,2.0,2.0,2.0,33.1,0.03152380952380952
Harlur,1710.0,3.0,2.0,3.0,85.0,0.049707602339181284
Mysore Road,1248.52,3.0,2.0,3.0,115.0,0.09210905712363439
Bannerghatta Road,1656.0,2.0,1.0,3.0,62.93,0.0380012077294686
JP Nagar,1250.0,2.0,2.0,2.0,93.0,0.0744
KR Puram,1096.0,2.0,1.0,2.0,43.0,0.03923357664233577
Electronic City Phase II,1160.0,2.0,1.0,2.0,33.5,0.028879310344827585
Panathur,1586.0,3.0,1.0,3.0,125.0,0.07881462799495587
Rajaji Nagar,1376.0,2.0,1.0,2.0,124.0,0.09011627906976744
Kanakpura Road,1452.0,3.0,3.0,3.0,56.5,0.038911845730027546
Hosa Road,1538.0,3.0,1.0,3.0,107.0,0.06957087126137841
Hosur Road,1427.0,2.0,1.0,3.0,130.0,0.09110021023125438
Harlur,1197.0,2.0,1.0,2.0,77.0,0.06432748538011696
Varthur,674.0,1.0,1.0,2.0,19.9,0.02952522255192878
Kengeri,410.0,1.0,1.0,1.0,15.0,0.036585365853658534
Thanisandra,1573.0,3.0,1.0,3.0,90.0,0.05721551176096631
Dodda Nekkundi,1135.0,2.0,2.0,2.0,58.0,0.05110132158590308
Yelahanka,1600.0,3.0,3.0,3.0,100.0,0.0625
Thanisandra,1056.0,2.0,2.0,2.0,70.0,0.06628787878787878
KR Puram,1204.0,2.0,2.0,2.0,58.0,0.04817275747508306
Hennur Road,1460.0,2.0,1.0,2.0,80.3,0.055
Dodda Nekkundi,1100.0,2.0,1.0,2.0,41.18,0.037436363636363636
Sarjapur  Road,1665.0,3.0,2.0,3.0,74.93,0.04500300300300301
Uttarahalli,1345.0,2.0,1.0,3.0,57.0,0.04237918215613383
HSR Layout,1145.0,2.0,2.0,2.0,46.0,0.04017467248908297
Jigani,1231.0,3.0,2.0,3.0,58.0,0.047116165718927704
Yelahanka,1664.0,3.0,0.0,3.0,73.95,0.04444110576923077
TC Palaya,2000.0,3.0,1.0,3.0,76.0,0.038
Bellandur,1185.0,2.0,1.0,2.0,47.39,0.0399915611814346
Green Glen Layout,1750.0,3.0,2.0,3.0,81.0,0.046285714285714284
Balagere,1007.0,2.0,1.0,2.0,68.0,0.06752730883813307
Rajaji Nagar,1700.0,3.0,2.0,3.0,200.0,0.11764705882352941
Whitefield,1250.0,2.0,2.0,2.0,85.0,0.068
Horamavu Agara,994.0,2.0,1.0,2.0,42.28,0.042535211267605635
Ramamurthy Nagar,1150.0,2.0,2.0,2.0,40.0,0.034782608695652174
Thanisandra,1220.0,2.0,2.0,2.0,46.0,0.03770491803278689
Old Madras Road,1157.0,2.0,2.0,2.0,47.32,0.04089887640449438
Thigalarapalya,1400.0,2.0,2.0,2.0,105.0,0.075
Talaghattapura,1062.0,2.0,1.0,2.0,42.48,0.039999999999999994
Kanakpura Road,1120.0,2.0,1.0,2.0,51.0,0.045535714285714284
Bannerghatta Road,1012.0,2.0,1.0,2.0,44.0,0.043478260869565216
Kanakpura Road,1430.0,2.0,2.0,2.0,78.0,0.05454545454545454
Channasandra,1195.0,2.0,1.0,3.0,56.0,0.04686192468619247
Old Madras Road,2640.0,5.0,1.0,3.0,150.0,0.056818181818181816
Bisuvanahalli,1075.0,2.0,1.0,3.0,42.0,0.03906976744186046
Hennur Road,1570.0,3.0,0.0,3.0,75.99,0.048401273885350315
7th Phase JP Nagar,1450.0,2.0,1.0,3.0,102.0,0.0703448275862069
Sarjapur  Road,1129.0,2.0,1.0,2.0,69.0,0.06111603188662533
Attibele,1200.0,3.0,0.0,3.0,110.0,0.09166666666666666
Sarjapur  Road,1180.0,2.0,2.0,3.0,45.0,0.038135593220338986
Hennur Road,1933.0,3.0,2.0,3.0,140.0,0.07242628039317124
TC Palaya,1082.0,2.0,2.0,2.0,64.0,0.059149722735674676
Kudlu Gate,3850.0,6.0,0.0,4.0,205.0,0.053246753246753244
CV Raman Nagar,1125.0,2.0,1.0,2.0,46.0,0.04088888888888889
Kengeri Satellite Town,777.4,2.0,0.0,2.0,25.0,0.03215847697453049
Old Airport Road,1798.0,3.0,0.0,3.0,150.0,0.08342602892102335
Whitefield,1115.0,2.0,1.0,2.0,51.91,0.04655605381165919
Kengeri,400.0,1.0,1.0,1.0,25.0,0.0625
Rajaji Nagar,1200.0,2.0,1.0,2.0,70.0,0.058333333333333334
Bellandur,1200.0,2.0,1.0,2.0,62.0,0.051666666666666666
BTM 2nd Stage,1750.0,3.0,3.0,3.0,172.0,0.09828571428571428
HSR Layout,1009.0,2.0,2.0,2.0,56.0,0.05550049554013875
Jalahalli,1470.0,2.0,3.0,3.0,102.0,0.06938775510204082
Bannerghatta Road,1527.0,3.0,2.0,3.0,115.0,0.07531106745252128
Chandapura,3300.0,4.0,2.0,4.0,135.0,0.04090909090909091
Whitefield,1277.0,2.0,1.0,2.0,77.0,0.060297572435395456
Whitefield,1820.0,3.0,2.0,3.0,140.0,0.07692307692307693
Banashankari,1886.0,3.0,2.0,3.0,205.0,0.10869565217391304
Hennur,1255.0,2.0,2.0,2.0,52.35,0.041713147410358566
Kanakpura Road,700.0,2.0,1.0,2.0,36.0,0.05142857142857143
Somasundara Palya,1140.0,2.0,2.0,2.0,46.0,0.04035087719298246
Electronic City Phase II,1025.0,2.0,1.0,2.0,29.6,0.028878048780487806
Whitefield,3453.0,4.0,2.0,4.0,247.0,0.07153200115841298
Uttarahalli,1490.0,2.0,2.0,3.0,59.6,0.04
Sarjapur  Road,1850.0,3.0,2.0,3.0,140.0,0.07567567567567568
Jalahalli,1244.0,2.0,2.0,2.0,88.0,0.0707395498392283
Kengeri Satellite Town,1025.0,2.0,1.0,2.0,28.57,0.02787317073170732
Sarjapur  Road,1034.0,2.0,1.0,2.0,38.0,0.0367504835589942
Kengeri Satellite Town,1191.0,2.0,2.0,3.0,33.34,0.027993282955499584
Kasavanhalli,1719.0,3.0,2.0,3.0,71.0,0.04130308318789994
7th Phase JP Nagar,1035.0,2.0,1.0,2.0,39.33,0.038
Hosa Road,1470.0,2.0,2.0,3.0,84.22,0.05729251700680272
Yelahanka,1140.0,2.0,1.0,2.0,50.66,0.04443859649122807
Harlur,1752.12,3.0,2.0,3.0,125.0,0.07134214551514736
Old Madras Road,2990.0,3.0,2.0,3.0,170.0,0.056856187290969896
Bannerghatta Road,1660.0,3.0,2.0,3.0,85.0,0.05120481927710843
Electronic City,1275.0,3.0,3.0,3.0,63.43,0.049749019607843135
Kanakpura Road,2546.0,3.0,0.0,3.0,170.0,0.06677140612725845
Whitefield,1245.0,2.0,1.0,2.0,59.76,0.048
Yeshwanthpur,1162.0,2.0,2.0,2.0,64.08,0.05514629948364888
KR Puram,700.0,1.0,1.0,1.0,21.5,0.030714285714285715
Jigani,943.0,2.0,2.0,2.0,48.0,0.05090137857900318
Sarjapur  Road,1113.0,2.0,1.0,2.0,44.5,0.03998203054806829
Varthur,1615.0,3.0,2.0,3.0,69.43,0.04299071207430341
Rajaji Nagar,1357.0,2.0,1.0,2.0,123.0,0.09064112011790715
Hebbal,1645.0,3.0,2.0,3.0,117.0,0.07112462006079028
Bisuvanahalli,845.0,2.0,2.0,2.0,32.0,0.0378698224852071
Varthur,1210.0,2.0,1.0,2.0,64.15,0.05301652892561984
Electronic City Phase II,829.0,2.0,1.0,2.0,22.8,0.027503015681544028
Sarjapur  Road,1879.0,3.0,2.0,3.0,155.0,0.08249068653539117
Hosur Road,1250.0,2.0,2.0,3.0,50.0,0.04
Marathahalli,1108.0,2.0,1.0,3.0,60.0,0.05415162454873646
Kanakpura Road,1401.0,3.0,2.0,3.0,69.0,0.04925053533190578
Sarjapur  Road,1157.0,2.0,1.0,3.0,75.0,0.06482281763180639
Green Glen Layout,1751.0,3.0,2.0,3.0,115.0,0.06567675613934894
Bannerghatta Road,1880.0,3.0,2.0,3.0,96.5,0.05132978723404255
Whitefield,1322.5,3.0,0.0,3.0,40.985,0.03099054820415879
Channasandra,1175.0,2.0,2.0,2.0,38.0,0.03234042553191489
Jalahalli,1407.0,2.0,1.0,2.0,98.49,0.06999999999999999
Electronic City,1518.0,3.0,3.0,3.0,75.0,0.04940711462450593
Tumkur Road,1027.0,2.0,1.0,2.0,67.0,0.06523855890944498
HSR Layout,1145.0,2.0,2.0,2.0,46.0,0.04017467248908297
Rajaji Nagar,1260.0,2.0,2.0,2.0,113.0,0.08968253968253968
Begur Road,1500.0,2.0,3.0,3.0,47.25,0.0315
Varthur,1737.0,2.0,1.0,3.0,57.32,0.03299942429476108
Hennur,3517.0,4.0,0.0,4.0,161.5,0.04591981802672732
Hegde Nagar,1500.0,3.0,2.0,3.0,135.0,0.09
Hennur Road,1030.0,2.0,1.0,2.0,46.5,0.04514563106796116
Old Airport Road,2774.0,4.0,3.0,4.0,208.0,0.07498197548666186
Thanisandra,1460.0,2.0,2.0,2.0,38.5,0.02636986301369863
Hormavu,1075.0,2.0,1.0,2.0,53.7,0.04995348837209303
Mysore Road,1080.0,2.0,1.0,3.0,60.0,0.05555555555555555
Whitefield,1074.0,2.0,1.0,2.0,42.8,0.03985102420856611
Whitefield,1200.0,2.0,1.0,2.0,46.13,0.038441666666666666
Sarjapur  Road,2425.0,5.0,1.0,4.0,175.0,0.07216494845360824
Sarjapur  Road,1323.0,2.0,2.0,2.0,74.0,0.055933484504913075
Hennur Road,1232.0,2.0,1.0,2.0,69.61,0.05650162337662338
Kalena Agrahara,900.0,2.0,1.0,2.0,40.0,0.044444444444444446
Hebbal,1920.0,3.0,2.0,3.0,134.0,0.06979166666666667
Bannerghatta Road,1550.0,3.0,2.0,3.0,96.0,0.06193548387096774
Rajaji Nagar,2300.0,4.0,1.0,3.0,240.0,0.10434782608695652
R.T. Nagar,3600.0,8.0,2.0,9.0,165.0,0.04583333333333333
Hennur,1340.0,2.0,2.0,3.0,54.27,0.0405
Thanisandra,1719.0,3.0,2.0,3.0,135.0,0.07853403141361257
Horamavu Agara,1107.83,2.0,1.0,2.0,41.51,0.037469647870160584
Whitefield,1200.0,2.0,1.0,2.0,45.84,0.038200000000000005
Electronic City,1090.0,2.0,1.0,1.0,31.48,0.028880733944954128
Jakkur,1660.0,3.0,2.0,3.0,104.0,0.06265060240963856
Thanisandra,1595.0,3.0,2.0,3.0,96.0,0.06018808777429467
